名称,大类,中类,经度,纬度,省份,城市,区域
和福碳烤·韩式烤肉,餐饮美食,其他,104.076026,30.65391,四川省,成都市,锦江区
和府捞面,餐饮美食,其他,104.076819,30.654259,四川省,成都市,锦江区
和泓刘包子,餐饮美食,其他,104.123077,30.674933,四川省,成都市,成华区
和泓紫山云庭,餐饮美食,其他,104.112307,30.667495,四川省,成都市,成华区
和记·蹄花面,餐饮美食,小吃快餐,104.089201,30.700697,四川省,成都市,成华区
和记茶馆,餐饮美食,茶座,104.083817,30.667744,四川省,成都市,青羊区
和匠烤肉,餐饮美食,外国菜,104.076773,30.654017,四川省,成都市,锦江区
和境茶社,餐饮美食,茶座,104.050823,30.662653,四川省,成都市,青羊区
和联潮汕牛肉火锅,餐饮美食,中国菜,104.078747,30.658414,四川省,成都市,锦江区
和美小厨,餐饮美食,其他,104.065284,30.707657,四川省,成都市,金牛区
和你,餐饮美食,其他,104.093019,30.679944,四川省,成都市,成华区
和气桃桃,餐饮美食,蛋糕甜品店,104.076998,30.656614,四川省,成都市,锦江区
和气桃桃,餐饮美食,蛋糕甜品店,104.103537,30.671512,四川省,成都市,成华区
和气旺手作饺子,餐饮美食,小吃快餐,104.07759,30.721667,四川省,成都市,金牛区
和生私厨,餐饮美食,中国菜,104.048614,30.682381,四川省,成都市,金牛区
和顺茶坊,餐饮美食,茶座,104.058184,30.670115,四川省,成都市,青羊区
和顺茶馆,餐饮美食,茶座,104.079506,30.687067,四川省,成都市,金牛区
和顺园,餐饮美食,中国菜,104.046953,30.670969,四川省,成都市,金牛区
和堂老火锅,餐饮美食,中国菜,104.107747,30.689066,四川省,成都市,成华区
和天下·茶府,餐饮美食,茶座,104.047005,30.704247,四川省,成都市,金牛区
和庭茶馆,餐饮美食,茶座,104.110295,30.682786,四川省,成都市,成华区
和同茶忆,餐饮美食,茶座,104.081947,30.665987,四川省,成都市,锦江区
和旺冒菜,餐饮美食,其他,104.086165,30.681583,四川省,成都市,金牛区
和味潮汕,餐饮美食,中国菜,104.0577,30.674119,四川省,成都市,青羊区
和谐茶铺,餐饮美食,茶座,104.071003,30.709752,四川省,成都市,金牛区
和鑫面庄,餐饮美食,中国菜,104.087213,30.667309,四川省,成都市,青羊区
和鑫面庄,餐饮美食,中国菜,104.072994,30.671538,四川省,成都市,青羊区
和幸食品,餐饮美食,外国菜,104.079426,30.654732,四川省,成都市,锦江区
和雅集茶府,餐饮美食,茶座,104.115591,30.679295,四川省,成都市,成华区
和央汤包馆,餐饮美食,其他,104.07439,30.688752,四川省,成都市,金牛区
和意记风味面店,餐饮美食,小吃快餐,104.069249,30.686551,四川省,成都市,金牛区
和有食品,餐饮美食,小吃快餐,104.127779,30.669643,四川省,成都市,成华区
和韵茶坊,餐饮美食,茶座,104.113026,30.698244,四川省,成都市,成华区
和州老面店,餐饮美食,中国菜,104.043797,30.682392,四川省,成都市,金牛区
河北老面馒头,餐饮美食,其他,104.067662,30.673688,四川省,成都市,青羊区
河北老面馒头大饼专卖,餐饮美食,其他,104.046505,30.701028,四川省,成都市,金牛区
河北老赵馒头,餐饮美食,其他,104.057482,30.655282,四川省,成都市,青羊区
河北手工老面馒头,餐饮美食,其他,104.059362,30.679784,四川省,成都市,金牛区
河边茶楼,餐饮美食,茶座,104.055173,30.704562,四川省,成都市,金牛区
河边串串,餐饮美食,中国菜,104.073437,30.67847,四川省,成都市,金牛区
河边文杰纸包鱼,餐饮美食,中国菜,104.065409,30.707723,四川省,成都市,金牛区
河南脆皮大饼,餐饮美食,其他,104.042538,30.670471,四川省,成都市,金牛区
河南大饼,餐饮美食,其他,104.109048,30.687246,四川省,成都市,成华区
河南烩面,餐饮美食,中国菜,104.049119,30.700968,四川省,成都市,金牛区
河南烩面手工水饺羊肉火锅,餐饮美食,其他,104.100284,30.709615,四川省,成都市,成华区
河鲜炝锅鱼,餐饮美食,中国菜,104.12738,30.671862,四川省,成都市,成华区
河语合鲜,餐饮美食,中国菜,104.123618,30.670163,四川省,成都市,成华区
饸饹面,餐饮美食,中国菜,104.069801,30.692947,四川省,成都市,金牛区
荷花大食堂,餐饮美食,中国菜,104.076694,30.693729,四川省,成都市,金牛区
荷花大食堂,餐饮美食,中国菜,104.074267,30.695336,四川省,成都市,金牛区
荷花大食堂,餐饮美食,其他,104.067252,30.698507,四川省,成都市,金牛区
荷花快餐店,餐饮美食,小吃快餐,104.080993,30.691573,四川省,成都市,金牛区
荷里荷茶居,餐饮美食,茶座,104.049263,30.679075,四川省,成都市,金牛区
荷满鲜,餐饮美食,中国菜,104.069527,30.687064,四川省,成都市,金牛区
荷小妹食品油站,餐饮美食,中国菜,104.081572,30.68964,四川省,成都市,金牛区
荷叶饭,餐饮美食,中国菜,104.05563,30.664009,四川省,成都市,青羊区
荷叶鸭,餐饮美食,其他,104.043627,30.671291,四川省,成都市,金牛区
荷叶鸭,餐饮美食,其他,104.112221,30.683475,四川省,成都市,成华区
盒鲜骨酱骨饭,餐饮美食,小吃快餐,104.087382,30.658472,四川省,成都市,锦江区
盒悦,餐饮美食,中国菜,104.058017,30.674611,四川省,成都市,青羊区
盒悦高端品质盒饭,餐饮美食,小吃快餐,104.111085,30.658622,四川省,成都市,成华区
盒悦高端品质盒饭,餐饮美食,中国菜,104.057932,30.674613,四川省,成都市,青羊区
盒中宝,餐饮美食,其他,104.114421,30.657923,四川省,成都市,成华区
盒子家蛋糕甜品,餐饮美食,蛋糕甜品店,104.099494,30.659972,四川省,成都市,成华区
盒子家蛋糕甜品,餐饮美食,蛋糕甜品店,104.105136,30.667441,四川省,成都市,成华区
盒子里音乐酒吧,餐饮美食,其他,104.104404,30.671555,四川省,成都市,成华区
贺记蛋烘糕,餐饮美食,蛋糕甜品店,104.072499,30.664232,四川省,成都市,青羊区
贺家卤坊,餐饮美食,其他,104.054135,30.688778,四川省,成都市,金牛区
贺老三甜皮鸭,餐饮美食,其他,104.099705,30.661856,四川省,成都市,成华区
贺氏洪七公吃串串,餐饮美食,中国菜,104.079443,30.662471,四川省,成都市,锦江区
贺水饺,餐饮美食,中国菜,104.056015,30.670182,四川省,成都市,青羊区
鹤池王辣面,餐饮美食,中国菜,104.059585,30.685161,四川省,成都市,金牛区
黑茶舍,餐饮美食,茶座,104.108216,30.658218,四川省,成都市,成华区
黑哥巴蜀禹鸭肠王火锅,餐饮美食,中国菜,104.096301,30.70581,四川省,成都市,成华区
黑哥茶楼,餐饮美食,茶座,104.053926,30.72107,四川省,成都市,金牛区
黑哥鸭肠王老火锅,餐饮美食,中国菜,104.10962,30.69946,四川省,成都市,成华区
黑果饮品店,餐饮美食,其他,104.069821,30.711193,四川省,成都市,金牛区
黑煌堡,餐饮美食,小吃快餐,104.083606,30.663447,四川省,成都市,锦江区
黑龙滩水库天然鱼,餐饮美食,中国菜,104.088009,30.6865,四川省,成都市,金牛区
黑露白霜,餐饮美食,其他,104.057542,30.723249,四川省,成都市,金牛区
黑妹山羊馆,餐饮美食,中国菜,104.043832,30.697574,四川省,成都市,金牛区
黑门烤肉日料,餐饮美食,中国菜,104.082709,30.6569,四川省,成都市,锦江区
黑門和牛·炭火烤肉,餐饮美食,中国菜,104.082608,30.656782,四川省,成都市,锦江区
黑色经典长沙臭豆腐,餐饮美食,中国菜,104.080049,30.69475,四川省,成都市,金牛区
黑小鸭,餐饮美食,其他,104.076644,30.714895,四川省,成都市,成华区
黑羊社奶茶店,餐饮美食,其他,104.087397,30.688325,四川省,成都市,金牛区
黑珍珠,餐饮美食,小吃快餐,104.052729,30.665976,四川省,成都市,青羊区
黑猪肉,餐饮美食,中国菜,104.088918,30.686144,四川省,成都市,金牛区
嘿·小龙虾店,餐饮美食,中国菜,104.04655,30.688575,四川省,成都市,金牛区
嘿巴食烤鱼坊,餐饮美食,其他,104.119937,30.663765,四川省,成都市,成华区
嘿巴适,餐饮美食,中国菜,104.110036,30.658001,四川省,成都市,成华区
嘿冰粉,餐饮美食,蛋糕甜品店,104.102988,30.670128,四川省,成都市,成华区
嘿黑鸭,餐饮美食,其他,104.093267,30.71306,四川省,成都市,成华区
嘿相因九块九重庆社区老火锅,餐饮美食,中国菜,104.114402,30.711311,四川省,成都市,成华区
嘿呀鸭脑壳,餐饮美食,其他,104.043118,30.69086,四川省,成都市,金牛区
很好吃的火锅粉,餐饮美食,中国菜,104.109528,30.687161,四川省,成都市,成华区
很刘餐厅,餐饮美食,中国菜,104.075704,30.665168,四川省,成都市,青羊区
很刘李庄白肉,餐饮美食,中国菜,104.085612,30.691454,四川省,成都市,金牛区
很猫tame a cat,餐饮美食,其他,104.052719,30.668273,四川省,成都市,青羊区
很牛的馆子,餐饮美食,中国菜,104.054439,30.703704,四川省,成都市,金牛区
哼哈牛·鲜烤牛肉串,餐饮美食,中国菜,104.081425,30.658506,四川省,成都市,锦江区
恒大曹家巷广场山风黄焖鸡,餐饮美食,中国菜,104.089274,30.67277,四川省,成都市,金牛区
恒瑞茶府,餐饮美食,茶座,104.046163,30.70707,四川省,成都市,金牛区
恒悦茶楼,餐饮美食,其他,104.113154,30.658105,四川省,成都市,成华区
恒悦茶楼,餐饮美食,其他,104.088283,30.673907,四川省,成都市,金牛区
横街家常菜馆,餐饮美食,中国菜,104.113231,30.654104,四川省,成都市,成华区
衡记宫廷美味烤鸭店,餐饮美食,中国菜,104.090121,30.679268,四川省,成都市,成华区
烘焙传说,餐饮美食,蛋糕甜品店,104.122734,30.670025,四川省,成都市,成华区
烘丰圆半汤抄手,餐饮美食,中国菜,104.114039,30.691611,四川省,成都市,成华区
烘丰圆半汤抄手,餐饮美食,小吃快餐,104.100708,30.704083,四川省,成都市,成华区
弘扬美食,餐饮美食,中国菜,104.10458,30.715833,四川省,成都市,成华区
红遍天老火锅,餐饮美食,中国菜,104.074,30.662702,四川省,成都市,青羊区
红仓小面店,餐饮美食,小吃快餐,104.120017,30.68808,四川省,成都市,成华区
红茶馆,餐饮美食,茶座,104.081126,30.671341,四川省,成都市,青羊区
红茶馆,餐饮美食,茶座,104.048543,30.708384,四川省,成都市,金牛区
红茶馆,餐饮美食,茶座,104.068478,30.710338,四川省,成都市,金牛区
红茶楼,餐饮美食,茶座,104.074102,30.705272,四川省,成都市,成华区
红茶森林,餐饮美食,其他,104.082033,30.681218,四川省,成都市,金牛区
红灯笼,餐饮美食,茶座,104.068492,30.669028,四川省,成都市,青羊区
红顶茶楼,餐饮美食,茶座,104.113737,30.681733,四川省,成都市,成华区
红鼎坊火锅,餐饮美食,中国菜,104.087413,30.680034,四川省,成都市,金牛区
红房子茶府,餐饮美食,茶座,104.063356,30.702743,四川省,成都市,金牛区
红房子家常菜馆,餐饮美食,中国菜,104.048719,30.716921,四川省,成都市,金牛区
红宫,餐饮美食,中国菜,104.07168,30.68242,四川省,成都市,金牛区
红红茶馆,餐饮美食,茶座,104.084105,30.675181,四川省,成都市,金牛区
红红鸡杂面店,餐饮美食,中国菜,104.082138,30.687045,四川省,成都市,金牛区
红红巧面店,餐饮美食,中国菜,104.072152,30.70521,四川省,成都市,成华区
红欢喜粤式牛杂煲,餐饮美食,中国菜,104.103707,30.671364,四川省,成都市,成华区
红景地·火锅,餐饮美食,中国菜,104.082454,30.686794,四川省,成都市,金牛区
红九江湖美蛙兔火锅,餐饮美食,中国菜,104.087854,30.683665,四川省,成都市,金牛区
红酒干杯,餐饮美食,其他,104.054297,30.667493,四川省,成都市,青羊区
红祾阁,餐饮美食,茶座,104.089206,30.663803,四川省,成都市,锦江区
红领巾重庆老火锅,餐饮美食,中国菜,104.054507,30.693204,四川省,成都市,金牛区
红柳大肉串,餐饮美食,中国菜,104.057301,30.673869,四川省,成都市,青羊区
红柳羊肉串,餐饮美食,中国菜,104.102751,30.671684,四川省,成都市,成华区
红门茶缘,餐饮美食,茶座,104.088459,30.694513,四川省,成都市,金牛区
红磨坊,餐饮美食,其他,104.077759,30.693144,四川省,成都市,金牛区
红旗,餐饮美食,其他,104.096434,30.691341,四川省,成都市,成华区
红墙记忆,餐饮美食,中国菜,104.059583,30.66881,四川省,成都市,青羊区
红墙冒菜卤味,餐饮美食,中国菜,104.059333,30.669011,四川省,成都市,青羊区
红琴夜来客,餐饮美食,中国菜,104.065315,30.708135,四川省,成都市,金牛区
红蕊百姓味道,餐饮美食,中国菜,104.094625,30.711194,四川省,成都市,成华区
红蕊羊汤,餐饮美食,中国菜,104.094701,30.711362,四川省,成都市,成华区
红色时代烧饭店,餐饮美食,中国菜,104.108641,30.702724,四川省,成都市,成华区
红烧牛肉面,餐饮美食,中国菜,104.054808,30.661198,四川省,成都市,青羊区
红烧牛肉面,餐饮美食,中国菜,104.069351,30.681268,四川省,成都市,金牛区
红烧牛肉面,餐饮美食,其他,104.045992,30.704264,四川省,成都市,金牛区
红烧鸭子,餐饮美食,中国菜,104.097188,30.706885,四川省,成都市,成华区
红烧鸭子干锅,餐饮美食,中国菜,104.111765,30.688426,四川省,成都市,成华区
红社老味火锅,餐饮美食,中国菜,104.065618,30.711224,四川省,成都市,金牛区
红石茶馆,餐饮美食,茶座,104.119265,30.669635,四川省,成都市,成华区
红太阳海鲜烧烤大排档,餐饮美食,中国菜,104.072026,30.653232,四川省,成都市,锦江区
红糖锅盔,餐饮美食,其他,104.065052,30.657355,四川省,成都市,青羊区
红星厨房,餐饮美食,中国菜,104.086332,30.661964,四川省,成都市,锦江区
红星兔丁,餐饮美食,其他,104.068172,30.674556,四川省,成都市,青羊区
红星兔丁,餐饮美食,中国菜,104.045333,30.680945,四川省,成都市,金牛区
红杏酒家,餐饮美食,中国菜,104.110351,30.676154,四川省,成都市,成华区
红杏酒家,餐饮美食,中国菜,104.073965,30.687848,四川省,成都市,金牛区
红杏酒家,餐饮美食,中国菜,104.044164,30.719863,四川省,成都市,金牛区
红忆火锅,餐饮美食,中国菜,104.093828,30.670422,四川省,成都市,成华区
红原大草原藏餐,餐饮美食,中国菜,104.043497,30.680703,四川省,成都市,金牛区
红原黑帐篷藏餐厅,餐饮美食,中国菜,104.043523,30.680703,四川省,成都市,金牛区
红缘茶铺,餐饮美食,茶座,104.124806,30.660126,四川省,成都市,成华区
红运茶房,餐饮美食,茶座,104.074813,30.674065,四川省,成都市,青羊区
宏福大抄手,餐饮美食,小吃快餐,104.055827,30.673289,四川省,成都市,青羊区
宏湖茶楼,餐饮美食,茶座,104.080135,30.6912,四川省,成都市,金牛区
宏家乐快餐店,餐饮美食,小吃快餐,104.057202,30.699403,四川省,成都市,金牛区
宏亮烧烤店,餐饮美食,中国菜,104.127127,30.666535,四川省,成都市,成华区
宏明记忆,餐饮美食,其他,104.099867,30.665712,四川省,成都市,成华区
宏盛活动房屋,餐饮美食,其他,104.057496,30.70175,四川省,成都市,金牛区
宏兔,餐饮美食,中国菜,104.109071,30.6783,四川省,成都市,成华区
宏兔,餐饮美食,其他,104.095875,30.700673,四川省,成都市,成华区
宏威餐馆,餐饮美食,中国菜,104.07192,30.702623,四川省,成都市,成华区
宏业酒店酒店茶楼用品,餐饮美食,茶座,104.078984,30.693193,四川省,成都市,金牛区
宏宇冰淇淋批发.零售,餐饮美食,其他,104.100561,30.661739,四川省,成都市,成华区
宏运茶坊棋牌娱乐室,餐饮美食,茶座,104.047451,30.70643,四川省,成都市,金牛区
宏运茶馆,餐饮美食,茶座,104.045118,30.679093,四川省,成都市,金牛区
宏运茶馆,餐饮美食,其他,104.042818,30.705289,四川省,成都市,金牛区
宏运家常菜馆,餐饮美食,中国菜,104.076776,30.700468,四川省,成都市,成华区
宏正快餐小吃城,餐饮美食,中国菜,104.079771,30.693661,四川省,成都市,金牛区
虹霖面店,餐饮美食,小吃快餐,104.060947,30.654679,四川省,成都市,青羊区
虹霖面店天府广场店,餐饮美食,小吃快餐,104.069309,30.657333,四川省,成都市,锦江区
虹桥饭店,餐饮美食,中国菜,104.05115,30.684576,四川省,成都市,金牛区
