聚类编号,平均经度,平均纬度,类别,名称,聚类点数
22,104.065506,30.653833,餐饮美食,大山金黄牛米线,795
22,104.065506,30.653833,购物消费,时光廊钟表,795
22,104.065506,30.653833,购物消费,现代之窗·风尚购物馆,795
22,104.065506,30.653833,购物消费,大堂玉器店,795
22,104.065506,30.653833,购物消费,最时尚,795
22,104.065506,30.653833,购物消费,现代之窗,795
22,104.065506,30.653833,购物消费,阿布酒庄,795
22,104.065506,30.653833,购物消费,美氏,795
22,104.065506,30.653833,购物消费,曼瑜天雅天府广场店,795
22,104.065506,30.653833,休闲娱乐,成都城市名人CLUB,795
22,104.065506,30.653833,购物消费,酷可米,795
22,104.065506,30.653833,餐饮美食,城市名人酒店中餐厅·婚宴-游泳馆,795
22,104.065506,30.653833,购物消费,钻石小鸟,795
22,104.065506,30.653833,生活服务,伊舒阁推拿服务店,795
22,104.065506,30.653833,购物消费,金枝玉叶茶,795
22,104.065506,30.653833,购物消费,黄帝内经,795
22,104.065506,30.653833,餐饮美食,成都城市名人酒店中餐馆,795
22,104.065506,30.653833,购物消费,中鸿珠宝,795
22,104.065506,30.653833,生活服务,普通高等学校学生信息咨询与就业指导服务运营中心,795
23,104.099396,30.65477,餐饮美食,江麻功夫小龙虾店,1389
23,104.099396,30.65477,餐饮美食,橙夕蛋糕.甜品台定制,1389
23,104.099396,30.65477,餐饮美食,七里香麻辣干锅,1389
23,104.099396,30.65477,购物消费,卓远永固防水工程有限责任公司,1389
23,104.099396,30.65477,餐饮美食,三支签签炸洋芋,1389
23,104.099396,30.65477,餐饮美食,川味印象,1389
23,104.099396,30.65477,餐饮美食,杨记二郎锅盔店,1389
23,104.099396,30.65477,餐饮美食,冒新鲜冒蔬菜店,1389
23,104.099396,30.65477,餐饮美食,壹糯面店,1389
23,104.099396,30.65477,购物消费,千铺万家,1389
23,104.099396,30.65477,购物消费,脱单小屋,1389
23,104.099396,30.65477,餐饮美食,九优潮汕猪肚鸡汤饭,1389
23,104.099396,30.65477,生活服务,华胜图文印务,1389
23,104.099396,30.65477,购物消费,四禧阁,1389
23,104.099396,30.65477,餐饮美食,王姐甜皮鸭,1389
23,104.099396,30.65477,餐饮美食,虾虾侠,1389
23,104.099396,30.65477,购物消费,便利仔,1389
23,104.099396,30.65477,购物消费,小牛电动一环路授权形象,1389
23,104.099396,30.65477,休闲娱乐,四度空间网咖,1389
23,104.099396,30.65477,餐饮美食,逅座十二茶,1389
23,104.099396,30.65477,休闲娱乐,4c空间网咖,1389
23,104.099396,30.65477,购物消费,柒鑫商贸行,1389
23,104.099396,30.65477,购物消费,恒安生活馆,1389
23,104.099396,30.65477,购物消费,宇辰通讯专卖店,1389
23,104.099396,30.65477,休闲娱乐,四度网吧,1389
23,104.099396,30.65477,餐饮美食,刘姐红烧鹅私家菜馆,1389
23,104.099396,30.65477,餐饮美食,川卤门,1389
23,104.099396,30.65477,餐饮美食,小酒吧烧烤店,1389
23,104.099396,30.65477,购物消费,爱眼保视,1389
23,104.099396,30.65477,购物消费,典奢铭品寄卖典当行,1389
23,104.099396,30.65477,购物消费,小酒馆,1389
23,104.099396,30.65477,餐饮美食,垚鑫遵义虾子羊肉粉,1389
23,104.099396,30.65477,生活服务,小电,1389
24,104.059654,30.653551,购物消费,南桂系统门窗店,654
24,104.059654,30.653551,生活服务,意峰广告,654
24,104.059654,30.653551,生活服务,康侨推拿,654
24,104.059654,30.653551,购物消费,南鞋系统门窗店,654
24,104.059654,30.653551,生活服务,天丽美容馆,654
24,104.059654,30.653551,生活服务,全兴矿泉水,654
24,104.059654,30.653551,购物消费,华益电脑,654
24,104.059654,30.653551,餐饮美食,茗人茶馆,654
24,104.059654,30.653551,餐饮美食,老成都火锅冒菜,654
24,104.059654,30.653551,休闲娱乐,空茶杯城市农家菜馆茶楼,654
24,104.059654,30.653551,生活服务,华筑地产,654
24,104.059654,30.653551,餐饮美食,三石茶楼,654
24,104.059654,30.653551,生活服务,申通快递,654
24,104.059654,30.653551,购物消费,五金配件水泥水电装饰部,654
24,104.059654,30.653551,餐饮美食,炒饭大将,654
24,104.059654,30.653551,餐饮美食,空茶杯茶馆,654
24,104.059654,30.653551,餐饮美食,拾年老店豆汤饭,654
24,104.059654,30.653551,酒店住宿,成都三石精品豪华酒店,654
24,104.059654,30.653551,生活服务,利翔印务,654
24,104.059654,30.653551,生活服务,申通快递,654
24,104.059654,30.653551,餐饮美食,转轮小吃店,654
24,104.059654,30.653551,酒店住宿,成都锦巷天府公寓,654
24,104.059654,30.653551,生活服务,常乐推拿,654
24,104.059654,30.653551,生活服务,莉英图文广告,654
24,104.059654,30.653551,餐饮美食,春禾饺子,654
24,104.059654,30.653551,购物消费,曾氏简阳本地蔬菜水果直销,654
24,104.059654,30.653551,购物消费,如龙酒业大邑纯粮酿造酒,654
24,104.059654,30.653551,购物消费,添衣添彩,654
24,104.059654,30.653551,购物消费,鑫茂副食,654
24,104.059654,30.653551,购物消费,蓉杰副食店,654
24,104.059654,30.653551,购物消费,MOYA四川特产,654
24,104.059654,30.653551,购物消费,快递超级市场,654
24,104.059654,30.653551,购物消费,南洋玻璃装饰经销部,654
24,104.059654,30.653551,购物消费,二姐干杂,654
24,104.059654,30.653551,酒店住宿,成都锦里雅居公寓,654
24,104.059654,30.653551,购物消费,顺达文具,654
24,104.059654,30.653551,购物消费,顺个路超级市场,654
24,104.059654,30.653551,生活服务,金手鸿运推拿,654
24,104.059654,30.653551,购物消费,力迅领筑,654
24,104.059654,30.653551,生活服务,艺典广告印务,654
24,104.059654,30.653551,购物消费,唐家寺牛羊肉专供点,654
24,104.059654,30.653551,酒店住宿,成都城市天际线公寓,654
24,104.059654,30.653551,购物消费,青羊诚信,654
24,104.059654,30.653551,餐饮美食,胖娃红油水饺,654
24,104.059654,30.653551,餐饮美食,美食家蛋蛋面,654
24,104.059654,30.653551,酒店住宿,成都欣之小筑,654
24,104.059654,30.653551,生活服务,成都电信,654
24,104.059654,30.653551,生活服务,菜鸟驿站,654
24,104.059654,30.653551,酒店住宿,成都趣味屋公寓,654
24,104.059654,30.653551,酒店住宿,嘉好悦美酒店,654
24,104.059654,30.653551,酒店住宿,成都锦城假日精品豪华酒店,654
24,104.059654,30.653551,生活服务,力迅领筑,654
24,104.059654,30.653551,酒店住宿,成都怡莱锦里公寓,654
24,104.059654,30.653551,酒店住宿,斯维登度假公寓,654
24,104.059654,30.653551,酒店住宿,老兵国际公寓,654
24,104.059654,30.653551,酒店住宿,成都锦里.印象酒店公寓,654
24,104.059654,30.653551,酒店住宿,成都居美酒店公寓,654
24,104.059654,30.653551,酒店住宿,成都麦琪之家公寓,654
24,104.059654,30.653551,酒店住宿,成都天府锦里假日酒店,654
24,104.059654,30.653551,酒店住宿,优维斯公寓,654
24,104.059654,30.653551,酒店住宿,成都锦里遇上豪华酒店,654
24,104.059654,30.653551,酒店住宿,成都记忆豪华酒店公寓,654
24,104.059654,30.653551,酒店住宿,OYO锦里极美假日酒店,654
24,104.059654,30.653551,酒店住宿,天府阳光精品度假公寓,654
24,104.059654,30.653551,酒店住宿,老兵酒店,654
24,104.059654,30.653551,酒店住宿,成都优美家精品公寓,654
24,104.059654,30.653551,酒店住宿,成都寓见宽窄公寓,654
24,104.059654,30.653551,酒店住宿,成都宽窄.极美精品豪华酒店式公寓,654
24,104.059654,30.653551,生活服务,嘉好悦美豪华酒店-洗手间,654
24,104.059654,30.653551,酒店住宿,成都格丽思精品公寓,654
24,104.059654,30.653551,酒店住宿,成都锦里花街公寓,654
24,104.059654,30.653551,酒店住宿,成都锦里小筑豪华酒店公寓,654
24,104.059654,30.653551,购物消费,罗森,654
24,104.059654,30.653551,酒店住宿,成都都丽酒店,654
24,104.059654,30.653551,酒店住宿,成都居美.锦里假日精品酒店公寓,654
24,104.059654,30.653551,酒店住宿,成都蓉城锦里假日公寓,654
24,104.059654,30.653551,酒店住宿,成都君渡宽窄公寓,654
24,104.059654,30.653551,酒店住宿,成都译木的松林小筑,654
24,104.059654,30.653551,生活服务,中国移动营业厅,654
24,104.059654,30.653551,酒店住宿,山水爱斯豪华酒店,654
24,104.059654,30.653551,购物消费,佳惠便民店,654
24,104.059654,30.653551,生活服务,高速公路ETC安装点,654
24,104.059654,30.653551,酒店住宿,山水S酒店,654
24,104.059654,30.653551,餐饮美食,川味食代,654
24,104.059654,30.653551,餐饮美食,山水茶馆,654
24,104.059654,30.653551,餐饮美食,拂晓网咖·茶馆,654
24,104.059654,30.653551,购物消费,神龙白茶,654
24,104.059654,30.653551,购物消费,川酒集团.酒仓陕西街店,654
24,104.059654,30.653551,生活服务,山水御都,654
24,104.059654,30.653551,购物消费,酒仓国际名酒馆,654
24,104.059654,30.653551,餐饮美食,国际名酒吧,654
24,104.059654,30.653551,购物消费,舞东风,654
24,104.059654,30.653551,购物消费,新星源集团显忠食品连锁,654
25,104.05731,30.672983,餐饮美食,泸州荤豆花,274
25,104.05731,30.672983,购物消费,WOWO,274
25,104.05731,30.672983,餐饮美食,喜串·牛肉烧烤专门店,274
25,104.05731,30.672983,生活服务,菜鸟驿站,274
25,104.05731,30.672983,餐饮美食,Temple圣殿,274
25,104.05731,30.672983,生活服务,苗颜坊专业痘肌护理连锁机构,274
25,104.05731,30.672983,餐饮美食,1点点,274
25,104.05731,30.672983,生活服务,Emma's美甲,274
25,104.05731,30.672983,生活服务,东方美美容SPA会所,274
25,104.05731,30.672983,购物消费,红旗超市,274
25,104.05731,30.672983,生活服务,鹿可美甲美睫,274
25,104.05731,30.672983,生活服务,蕾特恩专业袪痘,274
25,104.05731,30.672983,购物消费,金岸经销部,274
25,104.05731,30.672983,餐饮美食,张鸭子乐山甜皮鸭八宝街专营店,274
25,104.05731,30.672983,酒店住宿,成都宫有才公寓,274
25,104.05731,30.672983,餐饮美食,迷睿干锅川饭店,274
25,104.05731,30.672983,餐饮美食,爆虾门小龙虾干锅,274
25,104.05731,30.672983,餐饮美食,品味西昌自助火盆烧烤,274
25,104.05731,30.672983,生活服务,施华蔻美发连锁,274
25,104.05731,30.672983,餐饮美食,鑫淼砂锅串串,274
25,104.05731,30.672983,餐饮美食,虾匠小龙虾干锅,274
25,104.05731,30.672983,生活服务,中国福利彩票销售点,274
25,104.05731,30.672983,生活服务,渤锐桥咨询公司,274
25,104.05731,30.672983,餐饮美食,嘉诚本色,274
25,104.05731,30.672983,购物消费,小金顺祥干杂店,274
25,104.05731,30.672983,休闲娱乐,网咖,274
25,104.05731,30.672983,餐饮美食,呼斯乐家的串,274
25,104.05731,30.672983,餐饮美食,S-pizza披萨速递,274
25,104.05731,30.672983,餐饮美食,恰海轩,274
25,104.05731,30.672983,酒店住宿,小麻袋国际海岛度假中心,274
25,104.05731,30.672983,餐饮美食,品味轩老北京南城胡同涮羊肉,274
25,104.05731,30.672983,购物消费,诺贝尔眼镜,274
25,104.05731,30.672983,餐饮美食,御凤甲柴火鸡,274
25,104.05731,30.672983,餐饮美食,牛小包肆井,274
25,104.05731,30.672983,餐饮美食,便宜好吃的冒菜,274
25,104.05731,30.672983,餐饮美食,豌杂面,274
25,104.05731,30.672983,餐饮美食,烤察队烧烤,274
25,104.05731,30.672983,餐饮美食,李与白包子铺,274
25,104.05731,30.672983,餐饮美食,螺鼎记螺蛳粉,274
25,104.05731,30.672983,生活服务,鑫亿辰图文广告,274
25,104.05731,30.672983,餐饮美食,春阳水饺,274
25,104.05731,30.672983,餐饮美食,愚小面,274
25,104.05731,30.672983,购物消费,一珂锦绣,274
25,104.05731,30.672983,餐饮美食,张先森韩式炸鸡店,274
25,104.05731,30.672983,购物消费,大光明眼镜,274
25,104.05731,30.672983,餐饮美食,晓夫素椒杂酱面,274
25,104.05731,30.672983,餐饮美食,吾阳水饺,274
25,104.05731,30.672983,酒店住宿,小憩驿豪华酒店公寓楼,274
25,104.05731,30.672983,购物消费,优布劳精酿酒吧,274
25,104.05731,30.672983,餐饮美食,涬粹咖啡,274
25,104.05731,30.672983,餐饮美食,竹涟烧肉,274
25,104.05731,30.672983,餐饮美食,夜猫子小黄鱼,274
25,104.05731,30.672983,餐饮美食,OUTDOORBBQ韩国料理野营烤肉,274
25,104.05731,30.672983,餐饮美食,蒋妈妈椒麻鸡,274
25,104.05731,30.672983,餐饮美食,叫了一只炸鸡,274
25,104.05731,30.672983,生活服务,八宝印务,274
25,104.05731,30.672983,餐饮美食,简阳羊汤,274
25,104.05731,30.672983,餐饮美食,赵味记白家肥肠粉,274
25,104.05731,30.672983,餐饮美食,有心小面,274
25,104.05731,30.672983,餐饮美食,铜人李火锅,274
25,104.05731,30.672983,购物消费,聚旺源超级市场,274
25,104.05731,30.672983,餐饮美食,院明记龙虾馆,274
25,104.05731,30.672983,购物消费,HuaWei手机,274
25,104.05731,30.672983,餐饮美食,明明的烧烤总店,274
25,104.05731,30.672983,餐饮美食,锦官巷鲜牛肉串串,274
25,104.05731,30.672983,餐饮美食,牛膳寿喜锅,274
25,104.05731,30.672983,酒店住宿,成都芒果哆公寓,274
25,104.05731,30.672983,餐饮美食,麻辣空间,274
25,104.05731,30.672983,购物消费,Champion,274
25,104.05731,30.672983,购物消费,永辉超市,274
25,104.05731,30.672983,酒店住宿,成都7夕豪华酒店公寓,274
25,104.05731,30.672983,酒店住宿,成都路客BH0610精品民宿酒店,274
25,104.05731,30.672983,生活服务,KFC,274
25,104.05731,30.672983,餐饮美食,良木缘,274
25,104.05731,30.672983,生活服务,战痘宣颜,274
25,104.05731,30.672983,餐饮美食,luckin coffee,274
25,104.05731,30.672983,生活服务,RT 1983 Hair Salon,274
25,104.05731,30.672983,购物消费,CHUANSHI,274
25,104.05731,30.672983,购物消费,FREE VERY,274
25,104.05731,30.672983,酒店住宿,燕归来普通公寓,274
25,104.05731,30.672983,酒店住宿,成都逸居公寓,274
25,104.05731,30.672983,购物消费,稀菲尔专柜,274
25,104.05731,30.672983,购物消费,雅戈尔OUTLET,274
25,104.05731,30.672983,购物消费,利之缘店,274
25,104.05731,30.672983,休闲娱乐,海伦司,274
25,104.05731,30.672983,购物消费,伊纳芙,274
25,104.05731,30.672983,购物消费,船仕OUTLET,274
25,104.05731,30.672983,购物消费,新百伦,274
25,104.05731,30.672983,购物消费,真爱集合店OUTLET,274
25,104.05731,30.672983,购物消费,乐扣乐扣,274
25,104.05731,30.672983,购物消费,champiom,274
25,104.05731,30.672983,餐饮美食,香卤坊,274
25,104.05731,30.672983,酒店住宿,成都半间民宿,274
25,104.05731,30.672983,购物消费,CHUANSHI,274
25,104.05731,30.672983,购物消费,Mowen专柜,274
25,104.05731,30.672983,购物消费,鸿星尔克,274
25,104.05731,30.672983,餐饮美食,X-PLANET,274
25,104.05731,30.672983,餐饮美食,贝瑞咖啡,274
25,104.05731,30.672983,生活服务,杄荷烫染连锁,274
25,104.05731,30.672983,购物消费,斯凯奇儿童,274
25,104.05731,30.672983,休闲娱乐,喵星私人电影院,274
25,104.05731,30.672983,购物消费,百盛,274
25,104.05731,30.672983,购物消费,粉红站点,274
25,104.05731,30.672983,酒店住宿,温馨如家酒店,274
25,104.05731,30.672983,购物消费,安踏,274
25,104.05731,30.672983,购物消费,迪尼莎,274
25,104.05731,30.672983,购物消费,安踏,274
25,104.05731,30.672983,购物消费,芭芭多芦荟专卖,274
25,104.05731,30.672983,餐饮美食,CoCo都可,274
25,104.05731,30.672983,购物消费,ZEN·DISCOUNT,274
25,104.05731,30.672983,购物消费,欧度OUTLET,274
25,104.05731,30.672983,购物消费,玉兰油,274
25,104.05731,30.672983,购物消费,SHEFL,274
25,104.05731,30.672983,购物消费,周大福,274
25,104.05731,30.672983,购物消费,百盛购物广场-收银台,274
25,104.05731,30.672983,购物消费,维纳贝拉,274
25,104.05731,30.672983,餐饮美食,阿灿里脊串,274
25,104.05731,30.672983,购物消费,TREK&TRAVEL,274
25,104.05731,30.672983,生活服务,BFFNail自助日式美甲美睫,274
25,104.05731,30.672983,购物消费,princess shirley,274
25,104.05731,30.672983,购物消费,361度,274
25,104.05731,30.672983,购物消费,mffin,274
25,104.05731,30.672983,购物消费,Uncle Manit.泰粉,274
25,104.05731,30.672983,购物消费,千佰莉,274
25,104.05731,30.672983,生活服务,mcdonalds,274
25,104.05731,30.672983,购物消费,新城市购物广场,274
25,104.05731,30.672983,生活服务,博瑞蓝庭养生保健,274
25,104.05731,30.672983,餐饮美食,mcdonalds甜品站,274
25,104.05731,30.672983,购物消费,久月香,274
25,104.05731,30.672983,餐饮美食,BELRAY COFFEE,274
25,104.05731,30.672983,购物消费,自然堂,274
25,104.05731,30.672983,购物消费,手机配件,274
25,104.05731,30.672983,购物消费,浙文眼镜,274
25,104.05731,30.672983,购物消费,歌幕筱,274
25,104.05731,30.672983,购物消费,衣恋女装,274
25,104.05731,30.672983,购物消费,润福珠宝,274
25,104.05731,30.672983,餐饮美食,尖叫狼牙土豆,274
25,104.05731,30.672983,生活服务,顾客服务处,274
25,104.05731,30.672983,购物消费,Newblance奥莱店,274
25,104.05731,30.672983,购物消费,ANMANYA,274
25,104.05731,30.672983,购物消费,鸿星尔克,274
25,104.05731,30.672983,购物消费,宝时捷表,274
25,104.05731,30.672983,购物消费,ANOKHI OUTLET,274
25,104.05731,30.672983,购物消费,九牧王OUTLET,274
25,104.05731,30.672983,购物消费,时尚百盛雅漾OUTLET,274
25,104.05731,30.672983,购物消费,花里,274
25,104.05731,30.672983,餐饮美食,甲寅坊,274
25,104.05731,30.672983,购物消费,稀菲尔OUTLET,274
25,104.05731,30.672983,购物消费,FILA,274
25,104.05731,30.672983,购物消费,Adidas,274
25,104.05731,30.672983,餐饮美食,冰糖葫芦,274
25,104.05731,30.672983,购物消费,ecco,274
25,104.05731,30.672983,购物消费,雅韵然石韵店,274
25,104.05731,30.672983,购物消费,SKECHERS KIDS OUTLET,274
25,104.05731,30.672983,生活服务,女王甲道,274
25,104.05731,30.672983,购物消费,悦凤OUTLET,274
25,104.05731,30.672983,购物消费,斐乐运动专柜,274
25,104.05731,30.672983,购物消费,EXPOOL,274
25,104.05731,30.672983,休闲娱乐,壹点黑故事沉浸推理剧场,274
25,104.05731,30.672983,生活服务,改衣坊,274
25,104.05731,30.672983,酒店住宿,成都怡百佳豪华酒店公寓,274
25,104.05731,30.672983,购物消费,曼妮芬,274
25,104.05731,30.672983,购物消费,SHERIDanOUTLET时尚百盛奥莱,274
25,104.05731,30.672983,休闲娱乐,网鱼网咖,274
25,104.05731,30.672983,休闲娱乐,爱秀,274
25,104.05731,30.672983,生活服务,甲寅坊美睫美甲,274
25,104.05731,30.672983,餐饮美食,大力手作手打柠檬茶,274
25,104.05731,30.672983,购物消费,周大生OUTLET,274
25,104.05731,30.672983,购物消费,小物多OUTLET,274
25,104.05731,30.672983,餐饮美食,大户匠炙日式烧肉,274
25,104.05731,30.672983,购物消费,FUSION,274
25,104.05731,30.672983,餐饮美食,爱秀主题派对餐厅,274
25,104.05731,30.672983,购物消费,快乐精灵OUTLET,274
25,104.05731,30.672983,购物消费,喜来登,274
25,104.05731,30.672983,购物消费,Sharron Sel,274
25,104.05731,30.672983,购物消费,veaiaver唯艾·薇儿,274
25,104.05731,30.672983,购物消费,迪士尼,274
25,104.05731,30.672983,购物消费,MRKSON SHOES,274
25,104.05731,30.672983,购物消费,纪文.德奥时尚百盛OUTLET,274
25,104.05731,30.672983,购物消费,Daro-Me,274
25,104.05731,30.672983,生活服务,快剪优剪乐,274
25,104.05731,30.672983,餐饮美食,集渔·泰式海鲜火锅,274
25,104.05731,30.672983,休闲娱乐,巧手丫,274
25,104.05731,30.672983,购物消费,蛋卷鞋,274
25,104.05731,30.672983,购物消费,RUDEBAOLO OUTLET,274
25,104.05731,30.672983,购物消费,inlife OUTLET,274
25,104.05731,30.672983,购物消费,PEACEBIRD OUTLET,274
25,104.05731,30.672983,购物消费,丽婴房,274
25,104.05731,30.672983,购物消费,敦奴,274
25,104.05731,30.672983,购物消费,彪马,274
25,104.05731,30.672983,购物消费,Scofield西大街百盛OUTLETS,274
25,104.05731,30.672983,购物消费,瑞芮安OUTLET,274
25,104.05731,30.672983,购物消费,les enphants OUTLET,274
25,104.05731,30.672983,购物消费,大黄蜂KIDS OUTLET,274
25,104.05731,30.672983,购物消费,天美意,274
25,104.05731,30.672983,购物消费,watsons,274
25,104.05731,30.672983,购物消费,回力,274
25,104.05731,30.672983,购物消费,玥维OUTLET,274
25,104.05731,30.672983,购物消费,樊文花,274
25,104.05731,30.672983,购物消费,觉华莲,274
25,104.05731,30.672983,生活服务,王氏修鞋美容,274
25,104.05731,30.672983,购物消费,时尚百盛OLAYOUTLET,274
25,104.05731,30.672983,购物消费,巴拉巴拉,274
25,104.05731,30.672983,餐饮美食,夜猫子夜市,274
25,104.05731,30.672983,购物消费,卡帝乐鳄鱼,274
25,104.05731,30.672983,餐饮美食,峨眉豆腐脑,274
25,104.05731,30.672983,购物消费,多样屋OUTLETS,274
25,104.05731,30.672983,休闲娱乐,壹点探案,274
25,104.05731,30.672983,购物消费,CHABER,274
25,104.05731,30.672983,生活服务,柔婷,274
25,104.05731,30.672983,购物消费,孔夫人OUTLET,274
25,104.05731,30.672983,休闲娱乐,嘉禧恐龙骑士,274
25,104.05731,30.672983,购物消费,菲莱威尔,274
25,104.05731,30.672983,购物消费,快乐精灵童装专柜,274
25,104.05731,30.672983,餐饮美食,兰正韩.正统韩食,274
25,104.05731,30.672983,购物消费,E.LAND OUTLET,274
25,104.05731,30.672983,购物消费,珂莱蒂尔,274
25,104.05731,30.672983,生活服务,艾丽美甲美睫沙龙,274
25,104.05731,30.672983,购物消费,乐博乐博,274
25,104.05731,30.672983,购物消费,卡帝乐鳄鱼奥莱,274
25,104.05731,30.672983,购物消费,爱迪尔珠宝,274
25,104.05731,30.672983,购物消费,金莱蒂珠宝,274
25,104.05731,30.672983,购物消费,AIR,274
25,104.05731,30.672983,生活服务,1+1儿童理发馆,274
25,104.05731,30.672983,餐饮美食,周黑鸭,274
25,104.05731,30.672983,购物消费,时代百盛迪士尼,274
25,104.05731,30.672983,购物消费,璐得保罗时尚百盛奥莱,274
25,104.05731,30.672983,生活服务,发王快剪,274
25,104.05731,30.672983,购物消费,依妙OUTLET,274
25,104.05731,30.672983,餐饮美食,卷哆哆爆浆玉子烧,274
25,104.05731,30.672983,购物消费,喵喵屋宠物用品店,274
25,104.05731,30.672983,购物消费,LT DUCK OUTLET,274
25,104.05731,30.672983,休闲娱乐,乐堡艺智园,274
25,104.05731,30.672983,购物消费,SHOW SUPER,274
25,104.05731,30.672983,购物消费,伊芙丽OUTLET,274
25,104.05731,30.672983,购物消费,时尚百盛迪士尼,274
25,104.05731,30.672983,餐饮美食,红柳大肉串,274
26,104.12931,30.658916,餐饮美食,雷家常菜馆,685
26,104.12931,30.658916,生活服务,蓝光观岭·翡翠湾营销服务中心,685
26,104.12931,30.658916,餐饮美食,火锅,685
26,104.12931,30.658916,生活服务,商办中心,685
27,104.1062,30.654486,餐饮美食,巴蜀香串串,685
27,104.1062,30.654486,生活服务,雷妈妈小儿按摩,685
27,104.1062,30.654486,购物消费,成都禧汇宝诚珠宝店,685
27,104.1062,30.654486,购物消费,王妃美妆,685
27,104.1062,30.654486,餐饮美食,甑子饭,685
27,104.1062,30.654486,餐饮美食,梨汁源,685
27,104.1062,30.654486,餐饮美食,杜哥手提串串,685
27,104.1062,30.654486,生活服务,缝纫铺,685
27,104.1062,30.654486,购物消费,林欣经销部,685
27,104.1062,30.654486,购物消费,羊毛大衣,685
27,104.1062,30.654486,购物消费,花禧事花店,685
27,104.1062,30.654486,餐饮美食,酒里烧烤店,685
27,104.1062,30.654486,购物消费,衣品汇,685
27,104.1062,30.654486,购物消费,金罗兰,685
27,104.1062,30.654486,购物消费,品牌折扣店,685
27,104.1062,30.654486,购物消费,红旗超市,685
27,104.1062,30.654486,餐饮美食,君临茶楼,685
27,104.1062,30.654486,购物消费,零欢铺子,685
27,104.1062,30.654486,餐饮美食,脆皮炸鸡店,685
27,104.1062,30.654486,购物消费,金茶壶,685
27,104.1062,30.654486,餐饮美食,无二烧烤店,685
27,104.1062,30.654486,餐饮美食,德克士,685
27,104.1062,30.654486,餐饮美食,金茶壶,685
29,104.04438,30.692335,购物消费,花飛轩园艺,2062
29,104.04438,30.692335,购物消费,魔笛电子烟,2062
29,104.04438,30.692335,生活服务,中通快递,2062
29,104.04438,30.692335,生活服务,金沙路社区党群建设服务中心,2062
29,104.04438,30.692335,餐饮美食,无名铁皮车串串香,2062
29,104.04438,30.692335,餐饮美食,圣雅茶府,2062
29,104.04438,30.692335,购物消费,苏宁小店,2062
29,104.04438,30.692335,餐饮美食,喜玛拉雅酒店,2062
29,104.04438,30.692335,餐饮美食,喜玛拉雅大酒店-禧雅川菜酒家,2062
29,104.04438,30.692335,生活服务,初心理发店,2062
29,104.04438,30.692335,酒店住宿,喜玛拉雅酒店,2062
29,104.04438,30.692335,餐饮美食,罗目跷脚牛肉豆腐脑,2062
29,104.04438,30.692335,休闲娱乐,喜马拉雅商务会所,2062
29,104.04438,30.692335,购物消费,互利超市,2062
29,104.04438,30.692335,餐饮美食,1/4coffee,2062
29,104.04438,30.692335,购物消费,pandaeye,2062
29,104.04438,30.692335,购物消费,初见探案馆,2062
29,104.04438,30.692335,生活服务,男洗手间,2062
29,104.04438,30.692335,生活服务,成都喜玛拉雅大豪华酒店-洗手间,2062
29,104.04438,30.692335,生活服务,客服,2062
29,104.04438,30.692335,购物消费,非凡零食,2062
29,104.04438,30.692335,购物消费,红旗超市,2062
29,104.04438,30.692335,生活服务,万科租售中心,2062
29,104.04438,30.692335,购物消费,城市宝宝,2062
29,104.04438,30.692335,购物消费,笛牧童装dimu,2062
29,104.04438,30.692335,餐饮美食,潮汕粥品,2062
29,104.04438,30.692335,休闲娱乐,INREACH,2062
29,104.04438,30.692335,购物消费,云飞通讯,2062
29,104.04438,30.692335,生活服务,博沃思注意力心理咨询,2062
29,104.04438,30.692335,购物消费,城市宝宝,2062
29,104.04438,30.692335,购物消费,沙湾印象汇,2062
29,104.04438,30.692335,生活服务,JGO立昂,2062
29,104.04438,30.692335,购物消费,HuaWei手机,2062
29,104.04438,30.692335,购物消费,迪牧童装,2062
29,104.04438,30.692335,购物消费,良品铺子,2062
29,104.04438,30.692335,购物消费,PURE LOVE,2062
30,104.071556,30.653606,生活服务,邱嬢嬢好吃,494
30,104.071556,30.653606,购物消费,薛氏鲍鱼海鲜行,494
30,104.071556,30.653606,购物消费,小林三文鱼,494
30,104.071556,30.653606,餐饮美食,倍渔,494
30,104.071556,30.653606,购物消费,成都以坤食品商贸行,494
30,104.071556,30.653606,酒店住宿,成都阁莱美家酒店,494
30,104.071556,30.653606,餐饮美食,凤望龙门老火锅,494
30,104.071556,30.653606,餐饮美食,美味轩海鲜烧烤大排档,494
30,104.071556,30.653606,购物消费,世洋便利超市,494
30,104.071556,30.653606,购物消费,鑫涌食品经营部,494
30,104.071556,30.653606,购物消费,通联冻品,494
30,104.071556,30.653606,购物消费,英英腌腊干杂经销部,494
30,104.071556,30.653606,餐饮美食,海隆湾海鲜大排档,494
30,104.071556,30.653606,餐饮美食,川蜀山珍,494
30,104.071556,30.653606,购物消费,叶琳海鲜行,494
30,104.071556,30.653606,酒店住宿,成都尖微民宿酒店,494
30,104.071556,30.653606,餐饮美食,青石桥王婆荞面,494
30,104.071556,30.653606,购物消费,小胡菌类,494
30,104.071556,30.653606,购物消费,天天海鲜有限责任公司,494
30,104.071556,30.653606,餐饮美食,红太阳海鲜烧烤大排档,494
30,104.071556,30.653606,餐饮美食,71号豆汤饭·成都小吃,494
30,104.071556,30.653606,餐饮美食,牛宝贝,494
30,104.071556,30.653606,餐饮美食,地道成都味,494
30,104.071556,30.653606,餐饮美食,守屋寿司专营店,494
