jd,wd,type
104.06064,30.65843,11
104.11479,30.6551,1
104.04308,30.70381,0
104.08791,30.65411,42
104.11218,30.66701,33
104.09875,30.65442,23
104.11485,30.65516,1
104.04278,30.68446,3
104.04262,30.66523,9
104.08689,30.65415,18
104.04264,30.67536,5
104.04754,30.72737,21
104.08227,30.65396,67
104.05034,30.65312,64
104.06064,30.65857,11
104.04335,30.69303,29
104.04356,30.6933,29
104.07453,30.65413,31
104.09873,30.6544,23
104.07202,30.65364,30
104.04238,30.66535,9
104.04295,30.69284,29
104.12927,30.68316,50
104.04273,30.68452,3
104.1148,30.65583,1
104.08805,30.65432,42
104.07532,30.72714,19
104.04295,30.69299,29
104.0427,30.67534,5
104.04321,30.70366,0
104.04276,30.68449,3
104.08224,30.65392,67
104.09711,30.70999,77
104.0428,30.68444,3
104.04283,30.69291,29
104.04286,30.68446,3
104.04262,30.67538,5
104.04326,30.69314,29
104.07527,30.6538,31
104.04301,30.70366,0
104.04966,30.65321,64
104.1062,30.65475,27
104.11479,30.65509,1
104.04276,30.68448,3
104.0522,30.68482,79
104.09032,30.65427,63
104.12914,30.71532,34
104.10458,30.65453,65
104.04269,30.68458,3
104.05041,30.65311,64
104.12932,30.66862,43
104.11479,30.65508,1
104.05209,30.68524,79
104.12926,30.65896,26
104.06063,30.65874,11
104.09872,30.65438,23
104.04307,30.68092,49
104.12938,30.66865,43
104.05222,30.68475,79
104.09874,30.6544,23
104.10857,30.72675,12
104.10286,30.66893,16
104.1294,30.65903,26
104.04354,30.7231,6
104.11479,30.65497,1
104.0758,30.68505,72
104.04258,30.6754,5
104.07533,30.72724,19
104.04811,30.67846,69
104.07325,30.69398,55
104.05622,30.66301,51
104.04316,30.69308,29
104.11479,30.65504,1
104.04307,30.70382,0
104.07532,30.7271,19
104.11181,30.66662,33
104.04286,30.65517,4
104.07536,30.65376,31
104.04229,30.65852,32
104.12926,30.65897,26
104.0426,30.67835,57
104.12897,30.66845,43
104.04261,30.67836,57
104.08678,30.65431,18
104.06973,30.65359,37
104.04273,30.68452,3
104.04259,30.67539,5
104.11479,30.65521,1
104.0879,30.6541,42
104.04258,30.6783,57
104.12915,30.66854,43
104.10284,30.66893,16
104.0429,30.6843,3
104.08793,30.65414,42
104.04228,30.65852,32
104.07581,30.68504,72
104.10568,30.65499,27
104.12882,30.71541,34
104.09889,30.65466,23
104.04253,30.67822,57
104.04248,30.67544,5
104.08694,30.65413,18
104.10854,30.72668,12
104.08693,30.65413,18
104.08703,30.65408,18
104.08791,30.65411,42
104.08705,30.65407,18
104.06133,30.6537,40
104.06222,30.72731,20
104.04255,30.66526,9
104.04257,30.6754,5
104.12942,30.66997,8
104.08706,30.65407,18
104.05062,30.65308,64
104.09902,30.65487,23
104.06592,30.65372,22
104.0423,30.65522,4
104.12938,30.66865,43
104.04248,30.6653,9
104.04755,30.72768,21
104.0428,30.69275,29
104.04767,30.72744,21
104.04298,30.69301,29
104.11479,30.65515,1
104.04268,30.6846,3
104.04299,30.70369,0
104.06175,30.65343,40
104.12903,30.71535,34
104.05039,30.65311,64
104.0431,30.70378,0
104.12949,30.66871,43
104.04259,30.6811,49
104.0814,30.65703,17
104.07293,30.6549,2
104.08695,30.65412,18
104.04306,30.6789,57
104.04761,30.72757,21
104.08096,30.65623,17
104.04235,30.66536,9
104.04282,30.67528,5
104.06063,30.6587,11
104.0584,30.72743,58
104.0733,30.69471,55
104.07537,30.65375,31
104.10856,30.72673,12
104.04246,30.65849,32
104.06593,30.65348,22
104.06188,30.65343,40
104.12932,30.66862,43
104.04318,30.66483,9
104.07533,30.72725,19
104.04314,30.70374,0
104.04275,30.67531,5
104.07535,30.65376,31
104.08138,30.65684,17
104.07598,30.6849,72
104.04752,30.72775,21
104.12934,30.66863,43
104.06593,30.65361,22
104.04256,30.67828,57
104.04254,30.67824,57
104.12906,30.65521,78
104.07001,30.65396,37
104.10841,30.72634,12
104.10631,30.6547,27
104.07535,30.65376,31
104.05808,30.67296,25
104.04267,30.6846,3
104.08058,30.65569,17
104.04288,30.69272,29
104.07533,30.72732,19
104.10813,30.72639,12
104.11479,30.65517,1
104.08632,30.66084,68
104.04229,30.65852,32
104.06592,30.65372,22
104.0476,30.72759,21
104.09871,30.65436,23
104.08682,30.65418,18
104.07028,30.65445,37
104.11484,30.65492,1
104.05036,30.65312,64
104.08129,30.65684,17
104.0606,30.65736,11
104.07339,30.68622,70
104.08699,30.6541,18
104.07205,30.65368,30
104.0427,30.68457,3
104.08004,30.65497,17
104.10851,30.72659,12
104.1085,30.72658,12
104.09883,30.65455,23
104.08702,30.65409,18
104.04311,30.70378,0
104.06586,30.65369,22
104.04255,30.67826,57
104.04284,30.69292,29
104.1291,30.71533,34
104.1295,30.65908,26
104.04271,30.67533,5
104.0721,30.65375,30
104.04323,30.69303,29
104.04285,30.69292,29
104.08788,30.65407,42
104.11256,30.66711,33
104.07521,30.65382,31
104.04315,30.69297,29
104.08693,30.65413,18
104.0603,30.65347,24
104.04344,30.6927,29
104.1293,30.65899,26
104.10361,30.66916,16
104.04265,30.68108,49
104.04319,30.6931,29
104.12946,30.65906,26
104.0429,30.69291,29
104.05259,30.65314,56
104.0754,30.65373,31
104.08236,30.65411,67
104.04264,30.68464,3
104.04232,30.66526,9
104.06593,30.65348,22
104.07701,30.65825,62
104.0506,30.65308,64
104.11479,30.65496,1
104.04295,30.69294,29
104.12867,30.71545,34
104.04298,30.70351,0
104.12911,30.71436,14
104.05051,30.6531,64
104.04292,30.69297,29
104.05839,30.72697,58
104.12936,30.66864,43
104.04331,30.70343,0
104.10843,30.72641,12
104.04334,30.71617,36
104.11479,30.65509,1
104.09872,30.65437,23
104.06592,30.65387,22
104.04265,30.6651,9
104.0424,30.66522,9
104.10462,30.6546,65
104.08704,30.65408,18
104.0584,30.72732,58
104.07532,30.72705,19
104.10605,30.65483,27
104.12919,30.65893,26
104.0425,30.67543,5
104.05039,30.65311,64
104.04288,30.69279,29
104.11484,30.65504,1
104.10855,30.7267,12
104.04277,30.68448,3
104.12927,30.68316,50
104.10284,30.66893,16
104.10623,30.65474,27
104.0474,30.72768,21
104.12928,30.68317,50
104.04265,30.66522,9
104.04749,30.72748,21
104.11479,30.65496,1
104.04307,30.69302,29
104.04259,30.67833,57
104.08698,30.65411,18
104.06058,30.65818,11
104.07519,30.65383,31
104.04232,30.65522,4
104.12937,30.68326,50
104.0428,30.68443,3
104.08138,30.65685,17
104.10842,30.72637,12
104.04297,30.70394,0
104.08701,30.65409,18
104.05267,30.65323,56
104.1148,30.65585,1
104.06063,30.6588,11
104.08684,30.65417,18
104.04309,30.70708,71
104.08788,30.65408,42
104.04286,30.68446,3
104.04288,30.70021,53
104.10623,30.65474,27
104.04243,30.66521,9
104.04318,30.67929,57
104.07512,30.65386,31
104.09877,30.65445,23
104.10627,30.65472,27
104.04288,30.69294,29
104.04739,30.7277,21
104.08708,30.65406,18
104.08794,30.65416,42
104.08711,30.65405,18
104.08151,30.65706,17
104.04293,30.69292,29
104.07541,30.65373,31
104.04279,30.68445,3
104.08001,30.6549,17
104.04248,30.67544,5
104.04827,30.67834,69
104.04354,30.72333,6
104.12932,30.68321,50
104.06977,30.65376,37
104.06593,30.65349,22
104.0753,30.65378,31
104.04251,30.67543,5
104.12835,30.71553,34
104.1062,30.65475,27
104.04267,30.67846,57
104.04283,30.69285,29
104.04249,30.65849,32
104.12852,30.70648,28
104.11479,30.6552,1
104.07593,30.68492,72
104.04323,30.69303,29
104.05071,30.65307,64
104.04332,30.69322,29
104.12926,30.68315,50
104.10849,30.72655,12
104.11479,30.65492,1
104.06183,30.65337,40
104.05811,30.67301,25
104.07856,30.65812,45
104.09876,30.65444,23
104.04357,30.72336,6
104.09893,30.65471,23
104.0426,30.67833,57
104.07532,30.72685,19
104.11484,30.65481,1
104.11485,30.65517,1
104.07532,30.72697,19
104.04262,30.67537,5
104.11484,30.65488,1
104.06592,30.65364,22
104.04266,30.67844,57
104.04264,30.68464,3
104.05286,30.65349,56
104.09871,30.65436,23
104.04264,30.6784,57
104.04772,30.72737,21
104.09738,30.67447,15
104.06063,30.65877,11
104.08698,30.65411,18
104.04226,30.65852,32
104.08619,30.65448,18
104.07521,30.65382,31
104.11484,30.65496,1
104.0526,30.65314,56
104.0433,30.72291,6
104.11479,30.65512,1
104.12936,30.67009,8
104.11484,30.6549,1
104.04297,30.7035,0
104.04326,30.70713,71
104.04261,30.66512,9
104.10845,30.72645,12
104.09873,30.65439,23
104.04303,30.70386,0
104.04338,30.72297,6
104.04321,30.69311,29
104.0475,30.72765,21
104.04267,30.6846,3
104.12948,30.66988,8
104.09879,30.65449,23
104.09524,30.66174,35
104.04755,30.72769,21
104.0871,30.65405,18
104.0431,30.70379,0
104.07532,30.65377,31
104.06076,30.65922,11
104.08604,30.65455,18
104.04268,30.68459,3
104.08791,30.65411,42
104.04322,30.69295,29
104.04299,30.70392,0
104.11078,30.65487,73
104.11435,30.71154,76
104.04271,30.68455,3
104.10627,30.65473,27
104.11479,30.65511,1
104.05838,30.72667,58
104.0793,30.65385,17
104.12947,30.6687,43
104.07938,30.65765,39
104.05275,30.65335,56
104.04239,30.6585,32
104.11479,30.65524,1
104.06061,30.65707,11
104.04295,30.66501,9
104.04257,30.6783,57
104.1085,30.72658,12
104.12955,30.6591,26
104.11479,30.65489,1
104.09719,30.71015,77
104.11479,30.65481,1
104.07532,30.72711,19
104.12935,30.67012,8
104.04264,30.68108,49
104.08702,30.65409,18
104.04268,30.68459,3
104.12945,30.65906,26
104.04302,30.70388,0
104.04294,30.69283,29
104.0427,30.68456,3
104.09044,30.65459,63
104.07532,30.72714,19
104.06031,30.65349,24
104.04302,30.69718,75
104.11479,30.65485,1
104.10467,30.65467,65
104.04258,30.66525,9
104.09715,30.65449,48
104.11479,30.655,1
104.11479,30.65507,1
104.06593,30.65353,22
104.04255,30.67825,57
104.10303,30.67054,16
104.04242,30.6585,32
104.07013,30.65425,37
104.04256,30.67827,57
104.11221,30.7153,80
104.05261,30.65316,56
104.04278,30.66515,9
104.04345,30.72326,6
104.04265,30.67841,57
104.043,30.68439,3
104.11223,30.66703,33
104.04302,30.70704,71
104.10852,30.72663,12
104.07282,30.69455,55
104.08233,30.65405,67
104.06182,30.65338,40
104.11479,30.65519,1
104.1293,30.66861,43
104.09884,30.65457,23
104.11078,30.65488,73
104.04233,30.66537,9
104.04252,30.67821,57
104.06069,30.65631,11
104.06592,30.65373,22
104.05276,30.65336,56
104.09878,30.65447,23
104.08709,30.65406,18
104.04263,30.68466,3
104.04269,30.67848,57
104.04269,30.67534,5
104.08695,30.65412,18
104.04279,30.69288,29
104.05262,30.65317,56
104.04266,30.66521,9
104.09871,30.65436,23
104.04295,30.68423,3
104.0475,30.72766,21
104.10616,30.65477,27
104.04222,30.65853,32
104.04752,30.72774,21
104.04263,30.68465,3
104.09875,30.65442,23
104.08055,30.6557,17
104.12896,30.71368,14
104.08104,30.65635,17
104.08699,30.6541,18
104.10289,30.66894,16
104.10657,30.65458,27
104.07208,30.65372,30
104.08696,30.65411,18
104.04311,30.70358,0
104.06592,30.65386,22
104.04263,30.68466,3
104.05453,30.69488,81
104.07532,30.65377,31
104.12946,30.66869,43
104.04265,30.66521,9
104.04319,30.69309,29
104.09872,30.65437,23
104.1294,30.66866,43
104.06593,30.65356,22
104.04799,30.67844,69
104.12944,30.66868,43
104.04265,30.68463,3
104.11479,30.6554,1
104.12939,30.65903,26
104.10641,30.65466,27
104.04247,30.6653,9
104.06222,30.7275,20
104.09749,30.65433,48
104.05134,30.70196,46
104.04319,30.693,29
104.04329,30.69315,29
104.11173,30.66699,33
104.04301,30.69298,29
104.07515,30.65385,31
104.07532,30.72702,19
104.12026,30.66789,54
104.11485,30.65517,1
104.06023,30.65336,24
104.0428,30.68444,3
104.12931,30.66862,43
104.07529,30.65379,31
104.04265,30.68463,3
104.04247,30.66519,9
104.12937,30.68326,50
104.04295,30.665,9
104.04267,30.68107,49
104.04747,30.72752,21
104.05227,30.6846,79
104.04288,30.67525,5
104.08136,30.65682,17
104.09884,30.65458,23
104.05839,30.72725,58
104.04268,30.68459,3
104.10464,30.65463,65
104.08691,30.65424,18
104.08089,30.65692,17
104.04321,30.70366,0
104.04316,30.70371,0
104.11479,30.65503,1
104.04284,30.69286,29
104.11484,30.65495,1
104.04282,30.69285,29
104.04317,30.7037,0
104.05033,30.65312,64
104.11144,30.66679,33
104.04258,30.6754,5
104.0423,30.65852,32
104.10633,30.6547,27
104.04287,30.67525,5
104.04266,30.66521,9
104.11903,30.655,59
104.11479,30.65545,1
104.08227,30.65396,67
104.11479,30.65496,1
104.0989,30.65467,23
104.11479,30.6553,1
104.0988,30.65451,23
104.04321,30.69316,29
104.11419,30.71116,76
104.08699,30.6541,18
104.0971,30.70997,77
104.05686,30.67323,25
104.08695,30.65412,18
104.08669,30.65424,18
104.11486,30.65556,1
104.07714,30.65858,62
104.10855,30.72669,12
104.05413,30.66088,47
104.0793,30.65384,17
104.04243,30.66532,9
104.05032,30.65312,64
104.12879,30.70657,28
104.04231,30.66538,9
104.11484,30.65507,1
104.07533,30.72719,19
104.12913,30.66853,43
104.08135,30.6568,17
104.11479,30.65525,1
104.11479,30.6548,1
104.0868,30.65419,18
104.04284,30.67527,5
104.11479,30.65494,1
104.07516,30.65385,31
104.06063,30.65885,11
104.11484,30.65495,1
104.04316,30.70372,0
104.04246,30.66531,9
104.04258,30.67831,57
104.10657,30.65459,27
104.09884,30.65457,23
104.04304,30.70363,0
104.05056,30.65309,64
104.04223,30.65852,32
104.08678,30.6542,18
104.05625,30.6635,51
104.0476,30.7276,21
104.04281,30.69289,29
104.10306,30.67046,16
104.06975,30.65373,37
104.04266,30.67823,57
104.07532,30.72715,19
104.04232,30.65851,32
104.04311,30.70377,0
104.0504,30.65311,64
104.06181,30.65339,40
104.12929,30.66861,43
104.04232,30.66538,9
104.09884,30.65456,23
104.07532,30.72696,19
104.04308,30.69722,75
104.05033,30.65312,64
104.0426,30.67834,57
104.043,30.70391,0
104.0873,30.67735,66
104.12919,30.66856,43
104.0506,30.65308,64
104.04226,30.65852,32
104.09874,30.65441,23
104.07932,30.65387,17
104.05262,30.65317,56
104.12915,30.65892,26
104.0974,30.65437,48
104.04294,30.69299,29
104.04261,30.67836,57
104.11479,30.65487,1
104.07536,30.65375,31
104.07207,30.65371,30
104.08135,30.6568,17
104.0427,30.67534,5
104.08225,30.65392,67
104.0476,30.72758,21
104.10639,30.65467,27
104.04299,30.69301,29
104.043,30.70367,0
104.07529,30.65379,31
104.04296,30.70395,0
104.04302,30.67902,57
104.06169,30.65346,40
104.1266,30.65521,38
104.09876,30.65445,23
104.04304,30.69283,29
104.07532,30.72701,19
104.04289,30.69289,29
104.04262,30.68109,49
104.07294,30.69455,55
104.05059,30.65308,64
104.04265,30.67842,57
104.04312,30.66499,9
104.12857,30.71547,34
104.09872,30.65438,23
104.0511,30.70182,46
104.08712,30.65405,18
104.09058,30.65496,63
104.06593,30.65358,22
104.06972,30.65358,37
104.05061,30.65308,64
104.12944,30.66994,8
104.04262,30.66523,9
104.09029,30.65419,63
104.11208,30.66653,33
104.04216,30.65521,4
104.04241,30.6585,32
104.04758,30.72763,21
104.05053,30.65309,64
104.09877,30.65446,23
104.05262,30.65317,56
104.06986,30.65376,37
104.10461,30.65458,65
104.06592,30.65366,22
104.12932,30.68321,50
104.0505,30.6531,64
104.06592,30.65399,22
104.05061,30.65308,64
104.07676,30.65857,62
104.06067,30.65736,11
104.04226,30.65852,32
104.07517,30.65384,31
104.04267,30.67845,57
104.04336,30.72296,6
104.04284,30.681,49
104.04269,30.68458,3
104.04352,30.72308,6
104.04261,30.67835,57
104.08794,30.65415,42
104.04297,30.70427,0
104.10657,30.65458,27
104.05271,30.6533,56
104.08694,30.65413,18
104.04234,30.65851,32
104.11078,30.65487,73
104.0973,30.67439,15
104.04754,30.7277,21
104.08698,30.65411,18
104.04244,30.66532,9
104.09457,30.66062,74
104.07894,30.65796,45
104.08225,30.65392,67
104.0754,30.65374,31
104.07505,30.65389,31
104.08702,30.65409,18
104.04231,30.66538,9
104.04327,30.7161,36
104.10321,30.67011,16
104.05258,30.65313,56
104.04764,30.72752,21
104.04752,30.7276,21
104.0975,30.65433,48
104.07006,30.65382,37
104.11301,30.71521,80
104.04283,30.69277,29
104.04421,30.72362,6
104.04331,30.71613,36
104.04296,30.70426,0
104.04301,30.7039,0
104.05265,30.65321,56
104.07533,30.7273,19
104.0734,30.68653,70
104.06057,30.65886,11
104.08712,30.65405,18
104.12881,30.72168,52
104.04257,30.67829,57
104.04756,30.72732,21
104.062,30.72291,61
104.06575,30.65412,22
104.04254,30.65848,32
104.0428,30.69087,60
104.04363,30.72317,6
104.0475,30.72765,21
104.1294,30.65903,26
104.05266,30.65323,56
104.06063,30.65901,11
104.11479,30.65518,1
104.04264,30.68464,3
104.11479,30.65495,1
104.09613,30.66244,35
104.04248,30.66519,9
104.04268,30.68458,3
104.04283,30.69086,60
104.062,30.72322,61
104.0475,30.72745,21
104.04318,30.70369,0
104.04327,30.72289,6
104.0522,30.68481,79
104.09876,30.65444,23
104.04276,30.67531,5
104.04247,30.65849,32
104.0698,30.65379,37
104.04303,30.693,29
104.04278,30.6753,5
104.04285,30.65844,32
104.04253,30.65848,32
104.04748,30.72769,21
104.06063,30.65892,11
104.07533,30.72727,19
104.04252,30.66517,9
104.04235,30.65851,32
104.11479,30.65493,1
104.04247,30.66519,9
104.11479,30.65539,1
104.11479,30.65527,1
104.0425,30.67544,5
104.04235,30.66536,9
104.04273,30.68104,49
104.06029,30.65346,24
104.04277,30.68447,3
104.05484,30.69453,81
104.05154,30.70199,46
104.04308,30.70381,0
104.07533,30.72729,19
104.07206,30.6537,30
104.12919,30.66856,43
104.0476,30.72759,21
104.04281,30.6929,29
104.04238,30.6585,32
104.04272,30.67532,5
104.10648,30.65463,27
104.04279,30.69283,29
104.04286,30.69288,29
104.10842,30.72636,12
104.05507,30.69453,81
104.08085,30.65608,17
104.06977,30.65376,37
104.10265,30.66887,16
104.04303,30.70387,0
104.0422,30.65853,32
104.10643,30.65465,27
104.06222,30.72738,20
104.11884,30.65491,59
104.06039,30.65362,24
104.0988,30.6545,23
104.04249,30.65849,32
104.04284,30.68438,3
104.12936,30.66864,43
104.11484,30.65513,1
104.12949,30.66871,43
104.06582,30.65376,22
104.04287,30.67526,5
104.04237,30.65851,32
104.11169,30.66686,33
104.11479,30.65483,1
104.08712,30.65405,18
104.04248,30.66518,9
104.04269,30.67849,57
104.11479,30.65518,1
104.0699,30.65381,37
104.06166,30.65348,40
104.05153,30.70206,46
104.10851,30.72659,12
104.04305,30.70705,71
104.1266,30.65516,38
104.04221,30.65853,32
104.05214,30.68431,79
104.06063,30.65889,11
104.04263,30.68465,3
104.04257,30.65848,32
104.09883,30.65455,23
104.11892,30.65495,59
104.11479,30.65483,1
104.11479,30.6549,1
104.11078,30.65482,73
104.04249,30.67544,5
104.04301,30.69303,29
104.09717,30.65448,48
104.07519,30.65383,31
104.09877,30.65445,23
104.04288,30.69272,29
104.10853,30.72666,12
104.11479,30.65523,1
104.11479,30.65488,1
104.04789,30.67852,69
104.04302,30.70389,0
104.10433,30.66938,16
104.04276,30.67531,5
104.0584,30.72729,58
104.11906,30.65501,59
104.04285,30.68446,3
104.04264,30.68108,49
104.04352,30.72308,6
104.07531,30.65378,31
104.09882,30.65453,23
104.11484,30.65504,1
104.09453,30.66057,74
104.05275,30.65334,56
104.07276,30.65508,2
104.12935,30.66864,43
104.11481,30.65628,1
104.0431,30.70708,71
104.0429,30.69291,29
104.04256,30.6754,5
104.12936,30.66864,43
104.04292,30.69297,29
104.04309,30.7038,0
104.11479,30.65566,1
104.06977,30.65365,37
104.05258,30.65312,56
104.04264,30.67536,5
104.0426,30.67538,5
104.06582,30.65407,22
104.09716,30.71009,77
104.12939,30.66866,43
104.04264,30.68464,3
104.04269,30.66508,9
104.04263,30.68465,3
104.07532,30.72678,19
104.11419,30.71118,76
104.08016,30.65738,39
104.04317,30.7044,0
104.0426,30.67835,57
104.04264,30.67841,57
104.05261,30.65316,56
104.12908,30.72145,52
104.08226,30.65394,67
104.12926,30.68315,50
104.04298,30.70351,0
104.06064,30.65866,11
104.04286,30.69288,29
104.04321,30.71603,36
104.10847,30.72651,12
104.10623,30.65474,27
104.0868,30.65419,18
104.04269,30.65846,32
104.12938,30.67005,8
104.087,30.6541,18
104.04263,30.67537,5
104.06979,30.65379,37
104.09884,30.65457,23
104.11484,30.65501,1
104.06592,30.6538,22
104.04765,30.72749,21
104.09871,30.65436,23
104.04272,30.68105,49
104.0815,30.65706,17
104.04232,30.65851,32
104.11479,30.65516,1
104.04227,30.65852,32
104.08229,30.65399,67
104.09718,30.71013,77
104.08142,30.65691,17
104.0823,30.654,67
104.06981,30.65381,37
104.04269,30.68458,3
104.07515,30.65385,31
104.11479,30.65521,1
104.04274,30.66506,9
104.07532,30.72694,19
104.04289,30.6929,29
104.10632,30.6547,27
104.04306,30.70383,0
104.04295,30.69277,29
104.04277,30.6753,5
104.04276,30.69287,29
104.07958,30.65425,17
104.05849,30.72752,58
104.05141,30.70199,46
104.04278,30.67529,5
104.05065,30.65308,64
104.04343,30.72301,6
104.062,30.72307,61
104.06974,30.65372,37
104.06067,30.65734,11
104.05261,30.65315,56
104.08788,30.65408,42
104.04755,30.72768,21
104.0584,30.72742,58
104.05476,30.69457,81
104.06586,30.6537,22
104.06977,30.65364,37
104.04284,30.69286,29
104.07538,30.65374,31
104.08699,30.6541,18
104.05055,30.65309,64
104.08144,30.65694,17
104.09882,30.65453,23
104.0989,30.65448,23
104.12917,30.65893,26
104.10857,30.72674,12
104.07532,30.72697,19
104.11078,30.65488,73
104.08688,30.65415,18
104.04279,30.68445,3
104.12908,30.71534,34
104.04282,30.68442,3
104.08687,30.65416,18
104.04346,30.72303,6
104.04264,30.67536,5
104.11479,30.65512,1
104.07532,30.72705,19
104.04338,30.72298,6
104.04276,30.68449,3
104.09878,30.65447,23
104.06032,30.65365,24
104.04267,30.6846,3
104.05259,30.65314,56
104.04274,30.68451,3
104.07503,30.6539,31
104.08237,30.65411,67
104.04281,30.68442,3
104.04235,30.66536,9
104.04288,30.68434,3
104.06593,30.65348,22
104.07496,30.65394,31
104.04321,30.71603,36
104.10637,30.65468,27
104.04324,30.69318,29
104.08695,30.65412,18
104.08692,30.65413,18
104.08701,30.65409,18
104.06015,30.65338,24
104.11479,30.65488,1
104.11479,30.65544,1
104.12921,30.6831,50
104.06063,30.65897,11
104.04284,30.67527,5
104.0427,30.68456,3
104.10658,30.65458,27
104.07533,30.72721,19
104.04365,30.68397,3
104.04302,30.68415,3
104.0697,30.65367,37
104.07519,30.65383,31
104.08148,30.65701,17
104.07532,30.72689,19
104.06056,30.65902,11
104.04248,30.67545,5
104.04244,30.6652,9
104.11889,30.65493,59
104.0427,30.6785,57
104.06181,30.65338,40
104.04761,30.72758,21
104.04238,30.6585,32
104.10852,30.72662,12
104.06064,30.65865,11
104.04257,30.6754,5
104.04287,30.68435,3
104.11479,30.65497,1
104.09874,30.6544,23
104.11484,30.65507,1
104.07211,30.65376,30
104.08073,30.65596,17
104.04756,30.72731,21
104.04226,30.65522,4
104.07532,30.72704,19
104.04279,30.68445,3
104.05036,30.65311,64
104.04265,30.67842,57
104.04259,30.67833,57
104.04287,30.69288,29
104.04262,30.67837,57
104.04759,30.72761,21
104.11479,30.65528,1
104.04227,30.65852,32
104.11479,30.65486,1
104.08699,30.6541,18
104.05049,30.6531,64
104.10853,30.72664,12
104.04753,30.72759,21
104.09573,30.66201,35
104.06988,30.65379,37
104.11479,30.65497,1
104.07523,30.65382,31
104.07529,30.65379,31
104.12874,30.7217,52
104.06983,30.65373,37
104.07532,30.7271,19
104.12931,30.6832,50
104.09872,30.65437,23
104.09872,30.65437,23
104.11078,30.65486,73
104.04286,30.69293,29
104.04292,30.68098,49
104.0429,30.6929,29
104.08077,30.65596,17
104.04346,30.72304,6
104.04752,30.72775,21
104.04231,30.66527,9
104.07532,30.72708,19
104.08695,30.65412,18
104.12932,30.68321,50
104.0435,30.72307,6
104.04257,30.67829,57
104.11479,30.65485,1
104.06593,30.65351,22
104.08655,30.6543,18
104.12568,30.67097,82
104.10846,30.72648,12
104.10619,30.65476,27
104.12938,30.67005,8
104.08069,30.6559,17
104.09875,30.65442,23
104.04282,30.69285,29
104.11479,30.65495,1
104.12794,30.70629,28
104.04279,30.68445,3
104.04276,30.6928,29
104.07532,30.72707,19
104.11479,30.65494,1
104.04264,30.68464,3
104.04308,30.71045,7
104.04271,30.68456,3
104.05037,30.65311,64
104.07537,30.65375,31
104.12879,30.70657,28
104.04218,30.65522,4
104.11484,30.65501,1
104.04301,30.69303,29
104.04287,30.65843,32
104.05281,30.65342,56
104.08149,30.65704,17
104.0795,30.65412,17
104.08709,30.65406,18
104.04296,30.7035,0
104.11479,30.65482,1
104.04767,30.72745,21
104.04768,30.72744,21
104.08696,30.65412,18
104.04309,30.69308,29
104.07533,30.72731,19
104.04268,30.67534,5
104.08794,30.65415,42
104.08794,30.65416,42
104.04311,30.70378,0
104.08791,30.65411,42
104.0427,30.66507,9
104.09738,30.65438,48
104.04281,30.68443,3
104.08709,30.65405,18
104.04761,30.72757,21
104.11479,30.65494,1
104.043,30.70391,0
104.04755,30.72735,21
104.09486,30.66105,35
104.10602,30.65484,27
104.05289,30.65352,56
104.04274,30.68609,44
104.11484,30.65488,1
104.0988,30.6545,23
104.12942,30.65904,26
104.04269,30.68458,3
104.04282,30.6929,29
104.06575,30.65406,22
104.11078,30.65489,73
104.05263,30.65318,56
104.12933,30.68322,50
104.04268,30.68458,3
104.1292,30.66856,43
104.11479,30.65512,1
104.11479,30.65484,1
104.09882,30.65454,23
104.08101,30.6563,17
104.04754,30.72771,21
104.05066,30.65307,64
104.043,30.70391,0
104.04264,30.6784,57
104.1293,30.66861,43
104.12928,30.65898,26
104.04234,30.66525,9
104.04348,30.72305,6
104.12936,30.65901,26
104.06065,30.65824,11
104.06178,30.65341,40
104.12925,30.65537,78
104.04758,30.72746,21
104.06168,30.65347,40
104.0427,30.67533,5
104.12879,30.7135,14
104.06024,30.65338,24
104.05195,30.68445,79
104.08793,30.65414,42
104.11479,30.65523,1
104.12935,30.6701,8
104.05262,30.65317,56
104.05279,30.65339,56
104.04293,30.69292,29
104.04236,30.66536,9
104.11484,30.65513,1
104.04298,30.69296,29
104.04761,30.72756,21
104.09872,30.65437,23
104.06063,30.65873,11
104.06973,30.65359,37
104.04257,30.66525,9
104.04239,30.66534,9
104.12941,30.65904,26
104.04259,30.67832,57
104.04274,30.66506,9
104.1266,30.6552,38
104.04253,30.65848,32
104.08709,30.65405,18
104.05152,30.702,46
104.06966,30.65361,37
104.12926,30.65897,26
104.04284,30.68446,3
104.06063,30.65892,11
104.0865,30.66116,68
104.11486,30.6556,1
104.08688,30.65415,18
104.04271,30.68456,3
104.04296,30.693,29
104.07055,30.65371,37
104.04298,30.68404,3
104.12929,30.66861,43
104.04263,30.68465,3
104.11479,30.65483,1
104.10461,30.65457,65
104.06027,30.65342,24
104.04297,30.69295,29
104.11479,30.65572,1
104.06057,30.65831,11
104.04258,30.67539,5
104.04301,30.68625,44
104.04267,30.66509,9
104.06975,30.65373,37
104.08038,30.65539,17
104.11479,30.6554,1
104.07513,30.65386,31
104.05069,30.65307,64
104.08682,30.65418,18
104.08709,30.65406,18
104.11479,30.65493,1
104.04285,30.69287,29
104.04234,30.66526,9
104.04286,30.69293,29
104.04261,30.67538,5
104.08067,30.65581,17
104.08689,30.65415,18
104.09742,30.65436,48
104.06782,30.71225,13
104.05496,30.69453,81
104.12942,30.66867,43
104.062,30.72307,61
