jd,wd,type
104.07946,30.65771,39
104.04306,30.69301,29
104.04263,30.68466,3
104.05262,30.65317,56
104.11479,30.65482,1
104.04245,30.66531,9
104.05062,30.65308,64
104.05146,30.66407,10
104.1142,30.71126,76
104.06176,30.65342,40
104.08225,30.65392,67
104.10338,30.66969,16
104.05039,30.65311,64
104.04272,30.68453,3
104.04315,30.71597,36
104.08689,30.65415,18
104.05141,30.66396,10
104.05044,30.6531,64
104.12883,30.65877,26
104.04295,30.69277,29
104.10659,30.65458,27
104.04272,30.67532,5
104.0516,30.66469,10
104.10343,30.66911,16
104.12661,30.65534,38
104.0433,30.72291,6
104.07532,30.72678,19
104.08227,30.65395,67
104.04337,30.72296,6
104.09612,30.6624,35
104.12929,30.65898,26
104.04328,30.7229,6
104.10653,30.6546,27
104.12925,30.68314,50
104.10335,30.66977,16
104.04227,30.65852,32
104.05072,30.65307,64
104.06976,30.65375,37
104.12029,30.66783,54
104.04243,30.66532,9
104.07535,30.65376,31
104.08096,30.65689,17
104.12911,30.71533,34
104.07198,30.6537,30
104.1295,30.65908,26
104.06593,30.65355,22
104.12568,30.67107,82
104.04275,30.69089,60
104.12925,30.65896,26
104.04765,30.72749,21
104.06975,30.65373,37
104.11908,30.65502,59
104.10645,30.65464,27
104.07978,30.65445,17
104.07533,30.72721,19
104.04263,30.66523,9
104.07539,30.65374,31
104.07951,30.65415,17
104.06582,30.65391,22
104.08225,30.65392,67
104.05068,30.65307,64
104.06021,30.65332,24
104.05069,30.65307,64
104.08134,30.65679,17
104.12939,30.66866,43
104.04335,30.72319,6
104.07537,30.65375,31
104.11484,30.65504,1
104.07206,30.65365,30
104.07539,30.65374,31
104.05264,30.6532,56
104.07935,30.65392,17
104.04308,30.65839,32
104.05055,30.65309,64
104.08708,30.65406,18
104.07538,30.65375,31
104.10647,30.65463,27
104.04755,30.72769,21
104.1292,30.66856,43
104.12935,30.65901,26
104.06026,30.65341,24
104.07353,30.65472,2
104.06222,30.72696,20
104.08139,30.65687,17
104.04756,30.72766,21
104.12932,30.65899,26
104.10288,30.66894,16
104.07346,30.65475,2
104.06169,30.65346,40
104.06063,30.65879,11
104.04326,30.72288,6
104.09874,30.65441,23
104.06592,30.65367,22
104.07542,30.65373,31
104.12887,30.6684,43
104.06128,30.65382,40
104.05268,30.65326,56
104.04347,30.6933,29
104.11194,30.66705,33
104.04333,30.72293,6
104.0427,30.68457,3
104.09875,30.65442,23
104.04252,30.67542,5
104.07958,30.65765,39
104.12919,30.66856,43
104.08711,30.65405,18
104.06977,30.65364,37
104.12924,30.65896,26
104.0746,30.6542,31
104.05311,30.65364,56
104.04251,30.67543,5
104.07539,30.65374,31
104.08625,30.66072,68
104.07753,30.65858,62
104.04254,30.67823,57
104.07359,30.68582,70
104.07331,30.69466,55
104.04301,30.7039,0
104.11479,30.65515,1
104.07164,30.65388,30
104.04293,30.69276,29
104.09731,30.65441,48
104.04253,30.67542,5
104.12919,30.7067,28
104.05258,30.65313,56
104.04266,30.68461,3
104.06593,30.65357,22
104.11479,30.65488,1
104.07538,30.65375,31
104.04245,30.66531,9
104.11184,30.66715,33
104.06975,30.65373,37
104.09514,30.66163,35
104.06064,30.65845,11
104.11484,30.65487,1
104.06222,30.72749,20
104.07744,30.65851,62
104.11903,30.655,59
104.10467,30.65467,65
104.0584,30.72747,58
104.05484,30.66086,47
104.04344,30.6927,29
104.04226,30.65852,32
104.05262,30.65317,56
104.07036,30.65362,37
104.06023,30.65336,24
104.04285,30.69287,29
104.12951,30.65908,26
104.12928,30.68317,50
104.09875,30.65442,23
104.04273,30.68453,3
104.09881,30.65452,23
104.12821,30.71556,34
104.05839,30.72724,58
104.1295,30.65908,26
104.10647,30.65463,27
104.04254,30.67541,5
104.0433,30.69316,29
104.1294,30.66866,43
104.08683,30.65417,18
104.07895,30.65795,45
104.05637,30.66301,51
104.11484,30.65497,1
104.06703,30.71203,13
104.06701,30.71189,13
104.07536,30.65376,31
104.12866,30.71545,34
104.04329,30.72314,6
104.12948,30.6687,43
104.08707,30.65407,18
104.06027,30.65343,24
104.05262,30.65317,56
104.1085,30.72657,12
104.11484,30.6551,1
104.04339,30.72298,6
104.09876,30.65444,23
104.11479,30.65484,1
104.04757,30.72748,21
104.087,30.6541,18
104.04262,30.67537,5
104.04757,30.72764,21
104.04267,30.68461,3
104.08789,30.65409,42
104.04298,30.70394,0
104.12868,30.71528,34
104.12935,30.66864,43
104.04749,30.72767,21
104.04257,30.66514,9
104.04276,30.69264,29
104.04304,30.693,29
104.06984,30.65373,37
104.04263,30.67839,57
104.12912,30.71533,34
104.05264,30.6532,56
104.04308,30.70707,71
104.04241,30.66522,9
104.10339,30.66965,16
104.12935,30.68324,50
104.04303,30.70364,0
104.07532,30.72689,19
104.05637,30.66301,51
104.06192,30.6534,40
104.04304,30.70386,0
104.12597,30.67106,82
104.04279,30.68444,3
104.04749,30.72766,21
104.06064,30.65861,11
104.06982,30.65371,37
104.08051,30.65564,17
104.06067,30.65733,11
104.09873,30.65438,23
104.10288,30.66894,16
104.04288,30.69289,29
104.09743,30.67439,15
104.12916,30.70669,28
104.0606,30.65752,11
104.06708,30.71232,13
104.11484,30.65497,1
104.04302,30.70389,0
104.12898,30.71537,34
104.1289,30.71539,34
104.05262,30.65317,56
104.04749,30.72767,21
104.06183,30.65346,40
104.07894,30.65821,45
104.0526,30.65314,56
104.04274,30.68452,3
104.08701,30.65409,18
104.11479,30.65513,1
104.07535,30.65376,31
104.04353,30.72333,6
104.10351,30.66938,16
104.04348,30.72329,6
104.05849,30.72752,58
104.07564,30.6851,72
104.05261,30.65316,56
104.08282,30.65467,67
104.07411,30.65433,31
104.04298,30.70393,0
104.08794,30.65415,42
104.07538,30.65375,31
104.12031,30.66778,54
104.04259,30.67832,57
104.04235,30.66536,9
104.08708,30.65406,18
104.12936,30.66864,43
104.04252,30.67543,5
104.12026,30.66792,54
104.11484,30.65495,1
104.08155,30.65713,17
104.04242,30.66522,9
104.09873,30.65439,23
104.04233,30.66537,9
104.04355,30.7231,6
104.0823,30.654,67
104.07536,30.65375,31
104.04266,30.67535,5
104.04254,30.67824,57
104.10652,30.65461,27
104.04297,30.70394,0
104.0433,30.693,29
104.0723,30.65403,30
104.07542,30.65373,31
104.08227,30.65396,67
104.08064,30.65582,17
104.08027,30.65523,17
104.04309,30.70435,0
104.11906,30.65501,59
104.04297,30.70395,0
104.04288,30.70021,53
104.04256,30.66526,9
104.04256,30.67828,57
104.06592,30.65371,22
104.07533,30.65377,31
104.0434,30.72299,6
104.04273,30.67854,57
104.06582,30.65432,22
104.09873,30.65439,23
104.07252,30.69455,55
104.08698,30.65411,18
104.08701,30.65409,18
104.09877,30.65445,23
104.08645,30.66108,68
104.0475,30.72746,21
104.05069,30.65307,64
104.11479,30.65551,1
104.06221,30.7264,20
104.07423,30.65427,31
104.04269,30.67849,57
104.0869,30.65414,18
104.0816,30.6567,17
104.12915,30.65891,26
104.12939,30.67002,8
104.04766,30.72747,21
104.07533,30.72731,19
104.05065,30.65308,64
104.04316,30.71046,7
104.09873,30.65439,23
104.0721,30.65375,30
104.06064,30.65841,11
104.12899,30.70663,28
104.07232,30.65406,30
104.09878,30.65448,23
104.04277,30.69273,29
104.06974,30.6536,37
104.0506,30.65308,64
104.05278,30.65338,56
104.04277,30.69281,29
104.05275,30.65334,56
104.08041,30.65544,17
104.05715,30.6731,25
104.04252,30.65848,32
104.04304,30.70385,0
104.04282,30.69334,29
104.08614,30.6545,18
104.09887,30.65463,23
104.12857,30.71547,34
104.04249,30.67544,5
104.04763,30.72754,21
104.12861,30.71546,34
104.05268,30.65325,56
104.04216,30.65521,4
104.08709,30.65405,18
104.12036,30.66766,54
104.06068,30.65664,11
104.043,30.70391,0
104.04264,30.67536,5
104.04278,30.68447,3
104.07598,30.65375,31
104.0426,30.66524,9
104.05688,30.67312,25
104.12661,30.6554,38
104.06709,30.71237,13
104.06708,30.71232,13
104.08129,30.65679,17
104.04297,30.70351,0
104.11479,30.65482,1
104.12903,30.65519,78
104.08789,30.65408,42
104.05839,30.72724,58
104.06582,30.65379,22
104.04328,30.72314,6
104.05741,30.67298,25
104.11479,30.655,1
104.09741,30.67465,15
104.12912,30.71405,14
104.0812,30.65659,17
104.04234,30.66525,9
104.0879,30.6541,42
104.07206,30.65365,30
104.07355,30.6547,2
104.09029,30.65418,63
104.11187,30.66706,33
104.04279,30.69274,29
104.06582,30.65438,22
104.04754,30.7277,21
104.09588,30.66213,35
104.11479,30.65492,1
104.05491,30.66085,47
104.06593,30.65354,22
104.06582,30.65361,22
104.05848,30.7273,58
104.05269,30.65327,56
104.07831,30.65813,45
104.11479,30.65483,1
104.12942,30.65904,26
104.12937,30.68326,50
104.12882,30.72167,52
104.08687,30.65416,18
104.09513,30.66162,35
104.08682,30.65418,18
104.0428,30.69117,60
104.09524,30.66174,35
104.04331,30.70342,0
104.09879,30.65449,23
104.07536,30.65376,31
104.11479,30.65489,1
104.08225,30.65393,67
104.12881,30.70657,28
104.07214,30.6538,30
104.04277,30.68448,3
104.05729,30.67304,25
104.04345,30.72303,6
104.05063,30.65308,64
104.04753,30.72759,21
104.07542,30.65373,31
104.10623,30.65474,27
104.08177,30.65662,17
104.04347,30.72304,6
104.04302,30.69299,29
104.08708,30.65406,18
104.04353,30.72309,6
104.04295,30.68618,44
104.04746,30.72773,21
104.0428,30.66514,9
104.07212,30.65378,30
104.08046,30.65551,17
104.07218,30.65387,30
104.06172,30.65344,40
104.06025,30.65339,24
104.12934,30.67013,8
104.07609,30.68494,72
104.04255,30.66526,9
104.07704,30.65868,62
104.04253,30.67822,57
104.04294,30.68617,44
104.04228,30.65852,32
104.12904,30.70665,28
104.08225,30.65393,67
104.04245,30.6652,9
104.12949,30.65907,26
104.0425,30.67543,5
104.05676,30.67317,25
104.07206,30.65369,30
104.04327,30.72289,6
104.04272,30.67853,57
104.04296,30.70395,0
104.08705,30.65407,18
104.08688,30.65415,18
104.05163,30.66492,10
104.06585,30.6537,22
104.09878,30.65447,23
104.04253,30.67542,5
104.06063,30.65893,11
104.07285,30.65492,2
104.04272,30.68454,3
104.05703,30.67315,25
104.05492,30.66085,47
104.1293,30.68319,50
104.06976,30.65363,37
104.05277,30.65337,56
104.04263,30.67537,5
104.04252,30.67543,5
104.10348,30.66945,16
104.04281,30.6929,29
104.0428,30.68443,3
104.04256,30.67828,57
104.04413,30.69364,29
104.04294,30.70349,0
104.08627,30.66075,68
104.05146,30.66406,10
104.06026,30.65341,24
104.05157,30.66451,10
104.04278,30.69282,29
104.04291,30.66497,9
104.05051,30.6531,64
104.06589,30.65365,22
104.0584,30.72757,58
104.04231,30.66538,9
104.11078,30.65475,73
104.11419,30.71114,76
104.06975,30.65361,37
104.07534,30.65376,31
104.07542,30.65373,31
104.11484,30.65491,1
104.06981,30.6537,37
104.04257,30.67829,57
104.0425,30.66517,9
104.07339,30.68638,70
104.04345,30.72302,6
104.06023,30.65351,24
104.04771,30.72739,21
104.05066,30.65307,64
104.12894,30.71538,34
104.07999,30.65484,17
104.08701,30.65409,18
104.0526,30.65314,56
104.05259,30.65314,56
104.11479,30.65484,1
104.0988,30.6545,23
104.04285,30.69287,29
104.04239,30.6585,32
104.05839,30.72724,58
104.11479,30.65491,1
104.0427,30.67534,5
104.12918,30.65893,26
104.06573,30.65442,22
104.06966,30.65361,37
104.07533,30.72721,19
104.08683,30.65418,18
104.09882,30.65453,23
104.10324,30.67002,16
104.05694,30.67276,25
104.04328,30.71611,36
104.04281,30.69276,29
104.08152,30.65707,17
104.04248,30.6653,9
104.05219,30.68485,79
104.08661,30.65405,18
104.10459,30.65454,65
104.11479,30.6552,1
104.04302,30.70365,0
104.06593,30.65353,22
104.07533,30.65377,31
104.10406,30.6693,16
104.09876,30.65443,23
104.04342,30.723,6
104.06966,30.6536,37
104.04297,30.69716,75
104.08703,30.65408,18
104.05067,30.65307,64
104.0988,30.65451,23
104.06593,30.65349,22
104.04762,30.72754,21
104.06063,30.65906,11
104.12933,30.68322,50
104.11479,30.65501,1
104.04309,30.71045,7
104.08691,30.65414,18
104.06221,30.7265,20
104.0427,30.67849,57
104.05066,30.65307,64
104.04333,30.71616,36
104.09882,30.65453,23
104.04235,30.66536,9
104.10654,30.6546,27
104.04296,30.70395,0
104.04331,30.72292,6
104.0422,30.65853,32
104.04342,30.68079,49
104.11479,30.65497,1
104.06982,30.65371,37
104.08113,30.65648,17
104.1291,30.70667,28
104.06046,30.65373,24
104.11479,30.65519,1
104.12607,30.67109,82
104.04757,30.72765,21
104.06028,30.65343,24
104.06067,30.65759,11
104.09876,30.65444,23
104.09747,30.65434,48
104.09583,30.66209,35
104.06593,30.65356,22
104.04266,30.67536,5
104.08087,30.6561,17
104.08729,30.67733,66
104.10855,30.72669,12
104.09734,30.67454,15
104.12892,30.71538,34
104.06968,30.65364,37
104.04257,30.6754,5
104.12949,30.66871,43
104.10856,30.72672,12
104.11078,30.65474,73
104.06706,30.71156,13
104.04318,30.71046,7
104.07217,30.69452,55
104.1293,30.66861,43
104.07204,30.65367,30
104.04368,30.7232,6
104.06966,30.65361,37
104.11484,30.65484,1
104.11479,30.6548,1
104.07532,30.72697,19
104.04354,30.7231,6
104.06025,30.65339,24
104.04264,30.67537,5
104.04786,30.67855,69
104.07532,30.72697,19
104.0423,30.65851,32
104.04292,30.69297,29
104.06592,30.65376,22
104.10653,30.65461,27
104.11479,30.65512,1
104.12883,30.71541,34
104.07329,30.68641,70
104.06703,30.71205,13
104.05159,30.66462,10
104.10858,30.72678,12
104.07347,30.69482,55
104.04302,30.69299,29
104.07532,30.727,19
104.0428,30.68444,3
104.11904,30.655,59
104.04297,30.70394,0
104.04519,30.70163,41
104.04262,30.68109,49
104.04343,30.72301,6
104.04354,30.7231,6
104.08142,30.6569,17
104.11479,30.65508,1
104.12928,30.68317,50
104.04265,30.67536,5
104.06593,30.65354,22
104.11479,30.6548,1
104.04269,30.67849,57
104.04342,30.723,6
104.06222,30.72695,20
104.11235,30.66706,33
104.10856,30.72672,12
104.05043,30.65311,64
104.12885,30.7154,34
104.04264,30.66511,9
104.05039,30.65311,64
104.05059,30.65308,64
104.09734,30.6544,48
104.11479,30.65512,1
104.04288,30.69289,29
104.12873,30.71543,34
104.12913,30.71409,14
104.09459,30.66065,74
104.08087,30.65617,17
104.06966,30.65362,37
104.04295,30.70374,0
104.11479,30.65499,1
104.06035,30.65356,24
104.05489,30.66086,47
104.08712,30.65405,18
104.07532,30.72712,19
104.10333,30.66981,16
104.04299,30.70352,0
104.04281,30.6929,29
104.1266,30.65512,38
104.05257,30.65312,56
104.04335,30.72296,6
104.04299,30.70352,0
104.04748,30.72751,21
104.08146,30.65697,17
104.06035,30.65355,24
104.04515,30.70161,41
104.09735,30.67452,15
104.04756,30.72767,21
104.04255,30.67826,57
104.04271,30.68456,3
104.09737,30.67449,15
104.07532,30.72694,19
104.12857,30.71547,34
104.0603,30.65347,24
104.04268,30.68107,49
104.05632,30.66308,51
104.12913,30.70668,28
104.10433,30.66938,16
104.09734,30.71041,77
104.04225,30.65852,32
104.11479,30.65512,1
104.04279,30.69288,29
104.05634,30.66305,51
104.09871,30.65436,23
104.05263,30.65318,56
104.12898,30.65884,26
104.04248,30.67544,5
104.09742,30.65436,48
104.06582,30.65427,22
104.11479,30.65509,1
104.04293,30.68427,3
104.06033,30.65353,24
104.09879,30.6545,23
104.11479,30.65494,1
104.04346,30.72304,6
104.05267,30.65324,56
104.05131,30.66377,10
104.05058,30.65308,64
104.04352,30.72308,6
104.09877,30.65445,23
104.11479,30.65496,1
104.06064,30.6586,11
104.11479,30.65498,1
104.04761,30.72758,21
104.0548,30.69453,81
104.07532,30.72713,19
104.12933,30.68322,50
104.06034,30.65355,24
104.05268,30.65325,56
104.11479,30.65483,1
104.05723,30.67301,25
104.04298,30.70393,0
104.05163,30.66492,10
104.06025,30.65338,24
104.05505,30.66083,47
104.06972,30.65369,37
104.04357,30.72312,6
104.04291,30.69713,75
104.04312,30.70377,0
104.04293,30.68427,3
104.06702,30.712,13
104.04758,30.72763,21
104.04332,30.72317,6
104.11479,30.65483,1
104.05258,30.65312,56
104.06592,30.65361,22
104.04265,30.6651,9
104.06066,30.65775,11
104.08701,30.65409,18
104.07526,30.6538,31
104.06063,30.65883,11
104.06027,30.65343,24
104.08144,30.65695,17
104.04342,30.723,6
104.04258,30.66514,9
104.04285,30.69278,29
104.11479,30.65506,1
104.04317,30.67928,57
104.12939,30.65903,26
104.04291,30.68429,3
104.10849,30.72656,12
104.05219,30.68487,79
104.12921,30.66857,43
104.08697,30.65411,18
104.07748,30.65849,62
104.05766,30.67288,25
104.05173,30.66542,10
104.04344,30.72302,6
104.04261,30.67835,57
104.10345,30.66952,16
104.08703,30.65408,18
104.04255,30.66515,9
104.09876,30.65444,23
104.10304,30.6705,16
104.04288,30.69295,29
104.11479,30.65484,1
104.08088,30.65681,17
104.12906,30.71534,34
104.0427,30.68457,3
104.07383,30.69469,55
104.04781,30.72723,21
104.05848,30.72748,58
104.08709,30.65405,18
104.11479,30.65485,1
104.08095,30.65628,17
104.07537,30.65375,31
104.04268,30.68459,3
104.07533,30.7272,19
104.04283,30.69291,29
104.12049,30.66731,54
104.08046,30.65557,17
104.04331,30.69263,29
104.04319,30.6793,57
104.04255,30.67826,57
104.05436,30.66078,47
104.10467,30.65466,65
104.09045,30.65461,63
104.06023,30.65335,24
104.04417,30.69309,29
104.04283,30.69286,29
104.06592,30.65363,22
104.10291,30.66895,16
104.04288,30.69272,29
104.06699,30.71181,13
104.10303,30.67053,16
104.04264,30.68108,49
104.04271,30.68456,3
104.11479,30.65498,1
104.11479,30.65512,1
104.11479,30.65508,1
104.07538,30.65375,31
104.04341,30.675,5
104.0433,30.72315,6
104.08707,30.65407,18
104.11078,30.6549,73
104.04269,30.68106,49
104.08136,30.65697,17
104.06048,30.65378,24
104.09879,30.65449,23
104.04305,30.70384,0
104.06975,30.65361,37
104.10459,30.65455,65
104.0429,30.69296,29
104.09741,30.67442,15
104.04278,30.69282,29
104.1292,30.7067,28
104.07347,30.65474,2
104.06064,30.65859,11
104.04261,30.67835,57
104.11479,30.65501,1
104.06221,30.72669,20
104.11484,30.65486,1
104.04223,30.65852,32
104.1266,30.65516,38
104.08707,30.65407,18
104.08717,30.67715,66
104.04284,30.69286,29
104.04473,30.70157,41
104.04754,30.7277,21
104.0806,30.65572,17
104.06973,30.6537,37
104.04298,30.70393,0
104.04254,30.67823,57
104.0424,30.66522,9
104.07539,30.65374,31
104.04748,30.72769,21
104.09884,30.65458,23
104.11479,30.65484,1
104.12915,30.70668,28
104.08181,30.6566,17
104.06585,30.65371,22
104.11479,30.65488,1
104.04753,30.72773,21
104.07554,30.68514,72
104.06021,30.65332,24
104.04274,30.68452,3
104.0431,30.70054,53
104.08712,30.65405,18
104.06222,30.72749,20
104.06065,30.65819,11
104.11479,30.65516,1
104.04254,30.67823,57
104.04292,30.69292,29
104.11479,30.65503,1
104.07571,30.68508,72
104.0425,30.67544,5
104.07358,30.65469,2
104.04277,30.69281,29
104.04268,30.67847,57
104.04232,30.65851,32
104.04451,30.70185,41
104.06067,30.65758,11
104.0699,30.65381,37
104.04267,30.66521,9
104.07204,30.65367,30
104.04302,30.69282,29
104.11886,30.65492,59
104.04271,30.68455,3
104.09874,30.6544,23
104.06064,30.6586,11
104.0973,30.67461,15
104.04237,30.6585,32
104.05145,30.66404,10
104.08704,30.65408,18
104.04283,30.65844,32
104.09874,30.6544,23
104.07472,30.65404,31
104.07339,30.6863,70
104.09875,30.65442,23
104.06966,30.65362,37
104.04256,30.6754,5
104.04303,30.70387,0
104.11484,30.65495,1
104.1142,30.71125,76
104.0775,30.65859,62
104.11078,30.65478,73
104.05221,30.68477,79
104.12947,30.6699,8
104.07535,30.65376,31
104.07945,30.65405,17
104.12934,30.659,26
104.05461,30.69477,81
104.06201,30.72371,61
104.11484,30.65502,1
104.07206,30.65365,30
104.12946,30.66869,43
104.11185,30.66713,33
104.1292,30.7067,28
104.08259,30.65445,67
104.06592,30.65371,22
104.0526,30.65314,56
104.04267,30.68461,3
104.04253,30.66516,9
104.11479,30.65524,1
104.09882,30.65454,23
104.12927,30.65897,26
104.06704,30.71208,13
104.07342,30.65477,2
104.09031,30.65424,63
104.07533,30.7273,19
104.12936,30.65901,26
104.05049,30.6531,64
104.0657,30.65361,22
104.06026,30.6534,24
104.04769,30.72742,21
104.10852,30.72662,12
104.04295,30.70397,0
104.04352,30.72308,6
104.08797,30.65421,42
104.0757,30.68508,72
104.0449,30.70135,41
104.07407,30.65445,31
104.06592,30.65383,22
104.12878,30.71542,34
104.04251,30.67543,5
104.08699,30.6541,18
104.04314,30.69328,29
104.04243,30.66532,9
104.1266,30.65516,38
104.07537,30.65375,31
104.12909,30.71431,14
104.08002,30.6579,39
104.04329,30.7229,6
104.08708,30.65406,18
104.04769,30.67843,69
104.04287,30.69711,75
104.1037,30.66919,16
104.06593,30.65348,22
104.04961,30.65307,64
104.0606,30.65745,11
104.05619,30.66319,51
104.05053,30.65309,64
104.08228,30.65398,67
104.12937,30.65902,26
104.09732,30.65441,48
104.04282,30.68442,3
104.07533,30.72729,19
104.04246,30.66531,9
104.04761,30.72758,21
104.04259,30.6811,49
104.04327,30.69314,29
104.04253,30.67542,5
104.08712,30.65405,18
104.09724,30.71024,77
104.08259,30.65446,67
104.05154,30.66438,10
104.12853,30.71548,34
104.04267,30.66521,9
104.11479,30.65523,1
104.04242,30.66522,9
104.12927,30.68316,50
104.06065,30.65819,11
104.07532,30.72694,19
104.07532,30.65377,31
104.04754,30.72755,21
104.04268,30.66509,9
104.043,30.70391,0
104.07542,30.65373,31
104.05045,30.6531,64
104.06575,30.65364,22
104.04259,30.67833,57
104.0433,30.72315,6
104.06029,30.65346,24
104.09741,30.65437,48
104.11078,30.65486,73
104.12931,30.6832,50
104.11479,30.65507,1
104.04299,30.70392,0
104.11479,30.65537,1
104.05036,30.65311,64
104.05218,30.6849,79
104.0527,30.65328,56
104.12921,30.7067,28
104.10637,30.65468,27
104.12917,30.70669,28
104.04238,30.66523,9
104.04283,30.6844,3
104.04251,30.66528,9
104.11479,30.65537,1
104.08063,30.65576,17
104.04302,30.70388,0
104.04353,30.72309,6
104.04296,30.7035,0
104.04311,30.65839,32
104.04329,30.72314,6
104.06582,30.65455,22
104.05259,30.65313,56
104.07204,30.65368,30
104.09729,30.65442,48
104.09609,30.6623,35
104.11078,30.65473,73
104.09031,30.65423,63
104.11479,30.65505,1
104.0434,30.69268,29
104.04311,30.70377,0
104.12896,30.71537,34
104.04271,30.68455,3
104.07498,30.65393,31
104.07258,30.65443,2
104.05259,30.65313,56
104.09874,30.6544,23
104.08226,30.65394,67
104.09738,30.67446,15
104.07287,30.65492,2
104.10603,30.65483,27
104.06063,30.65891,11
104.0429,30.6929,29
104.12947,30.6687,43
104.08796,30.65418,42
104.11479,30.65482,1
104.12955,30.6591,26
104.04311,30.69305,29
104.09876,30.65443,23
104.04302,30.70388,0
104.09728,30.67464,15
104.10853,30.72664,12
104.06593,30.65357,22
104.12882,30.71541,34
104.04799,30.67844,69
104.07505,30.68531,72
104.04231,30.65851,32
104.10658,30.65458,27
104.1036,30.66916,16
104.07186,30.65376,30
104.07037,30.65361,37
104.0431,30.70379,0
104.04288,30.69294,29
104.05259,30.65313,56
104.04755,30.72769,21
104.06142,30.65384,40
104.08138,30.65685,17
104.0425,30.66518,9
104.07208,30.65372,30
104.08142,30.65691,17
104.06186,30.65395,40
104.04255,30.67541,5
104.08795,30.65417,42
104.10851,30.7266,12
104.12584,30.67102,82
104.07532,30.72709,19
104.0429,30.65843,32
104.11479,30.6549,1
104.08712,30.65405,18
104.07745,30.65851,62
104.11479,30.65486,1
104.0429,30.69296,29
104.0734,30.68654,70
104.05267,30.65324,56
104.08692,30.65413,18
104.04283,30.6844,3
104.0425,30.66518,9
104.04266,30.68461,3
104.11479,30.65495,1
104.04315,30.71596,36
104.08069,30.6559,17
104.12942,30.66997,8
104.06577,30.65361,22
104.07861,30.6581,45
104.11479,30.65502,1
104.05746,30.67297,25
104.05071,30.65307,64
104.07207,30.6537,30
104.07513,30.65386,31
104.04276,30.69264,29
104.04753,30.72739,21
104.12888,30.72166,52
104.04233,30.66537,9
104.0815,30.65705,17
104.08113,30.65647,17
104.12939,30.65903,26
104.08703,30.65409,18
104.04768,30.72744,21
104.12867,30.70653,28
104.04305,30.70384,0
104.11479,30.65516,1
104.0753,30.72634,19
104.09501,30.66126,35
104.07294,30.69455,55
104.04297,30.7035,0
104.10645,30.65464,27
104.05276,30.65336,56
104.04338,30.72298,6
104.04339,30.72298,6
104.05282,30.65344,56
104.04364,30.72317,6
104.10632,30.6547,27
104.07939,30.65397,17
104.11479,30.65511,1
104.0988,30.65451,23
104.06593,30.6535,22
104.07539,30.65374,31
104.04752,30.72774,21
104.10838,30.72626,12
104.11479,30.65506,1
104.10626,30.65473,27
104.04301,30.70367,0
104.05774,30.67285,25
104.04316,30.71046,7
104.07533,30.72722,19
104.04339,30.67947,57
104.06979,30.65367,37
104.06967,30.65363,37
104.12946,30.66869,43
104.08257,30.65442,67
104.04304,30.69283,29
104.06161,30.65351,40
104.06968,30.65364,37
104.07365,30.65465,2
104.11479,30.65551,1
104.07206,30.6537,30
104.09591,30.66231,35
104.08793,30.65415,42
104.10646,30.65464,27
104.04365,30.69339,29
104.08247,30.65426,67
104.07203,30.65366,30
104.04281,30.6929,29
104.08225,30.65392,67
104.06705,30.71216,13
104.04327,30.72289,6
104.12821,30.70638,28
104.04266,30.67843,57
104.09748,30.65434,48
104.11479,30.65486,1
104.12898,30.71401,14
104.06949,30.65385,37
104.04309,30.7038,0
104.04291,30.69713,75
104.07532,30.72704,19
104.04259,30.67833,57
104.06063,30.65888,11
104.12931,30.6832,50
104.11078,30.65472,73
104.11479,30.6548,1
104.0507,30.65307,64
104.04317,30.71598,36
104.08008,30.65495,17
104.04263,30.67839,57
104.07532,30.65387,31
104.04358,30.69278,29
104.10653,30.6546,27
104.09875,30.65442,23
104.12569,30.67097,82
104.0431,30.69287,29
104.04262,30.67837,57
104.05166,30.6651,10
104.12896,30.70662,28
104.07443,30.65467,31
104.06066,30.65773,11
104.08695,30.65412,18
104.07005,30.65381,37
104.04254,30.67824,57
104.07536,30.65375,31
104.08702,30.65409,18
104.06964,30.65359,37
104.04762,30.72755,21
104.07941,30.65388,17
104.08231,30.65402,67
104.07533,30.72727,19
104.04258,30.67539,5
104.06063,30.65875,11
104.09741,30.67443,15
104.06978,30.65365,37
104.05276,30.65336,56
104.08707,30.65406,18
104.04274,30.68452,3
104.04291,30.69291,29
104.07279,30.65471,2
104.06593,30.65355,22
104.04282,30.6787,57
104.04245,30.66531,9
104.04351,30.68334,3
104.07206,30.65369,30
104.08791,30.65411,42
104.04231,30.66538,9
104.10643,30.65465,27
104.04308,30.70381,0
104.04756,30.72767,21
104.04305,30.69301,29
104.06183,30.65337,40
104.06966,30.65361,37
104.12893,30.71538,34
104.09737,30.67449,15
104.12908,30.6685,43
104.0434,30.72299,6
104.04351,30.72307,6
104.07532,30.72716,19
104.07541,30.65373,31
104.04273,30.69083,60
104.09871,30.65436,23
104.10312,30.66901,16
104.12896,30.71537,34
104.09878,30.65447,23
104.06059,30.65791,11
104.04253,30.67542,5
104.05487,30.66086,47
104.04761,30.72758,21
104.11918,30.65506,59
104.09738,30.67447,15
104.04763,30.72752,21
104.12899,30.71519,34
104.12946,30.65906,26
104.04757,30.72764,21
104.06704,30.71211,13
104.0431,30.71045,7
104.12924,30.66858,43
104.04306,30.70383,0
104.04302,30.69282,29
104.07777,30.65823,62
104.04291,30.69296,29
104.05262,30.65317,56
104.07532,30.72709,19
